"Date","Customer_Age","Customer_Gender","Country","State","Product","Order_Quantity"
"2024-01-20",44,"F","United Kingdom","England","AC_111",28
"2023-09-08",26,"M","Australia","Victoria","AC_109",8
"2023-11-06",35,"M","Australia","Queensland","AC_111",31
"2023-08-19",21,"F","United States","California","AC_109",5
"2023-11-27",33,"F","United States","California","AC_111",12
"2023-11-28",33,"F","United States","California","AC_111",1
"2024-05-05",33,"F","United States","California","AC_111",4
"2023-11-24",37,"F","United States","California","AC_111",5
"2024-03-02",37,"F","United States","California","AC_111",25
"2023-12-07",39,"F","Australia","New South Wales","AC_109",13
"2024-01-02",39,"F","Australia","New South Wales","AC_109",3
"2024-04-16",47,"M","France","Seine Saint Denis","AC_111",4
"2024-03-13",25,"M","Australia","New South Wales","AC_111",23
"2024-04-04",25,"M","Australia","New South Wales","AC_111",7
"2024-07-23",26,"F","Australia","Victoria","AC_109",6
"2023-10-17",24,"F","United States","California","AC_110",1
"2023-10-28",24,"F","United States","California","AC_110",21
"2024-03-16",38,"F","Germany","Hamburg","AC_110",4
"2024-03-06",30,"F","Germany","Saarland","AC_110",25
"2024-05-20",32,"M","France","Seine (Paris)","AC_111",12
"2023-10-27",35,"M","France","Charente-Maritime","AC_111",20
"2023-12-28",30,"F","United States","California","AC_111",18
"2024-02-03",41,"F","Australia","Queensland","AC_111",27
"2023-12-08",17,"M","United States","California","AC_110",28
"2024-04-14",17,"M","United States","California","AC_110",17
"2024-05-05",17,"M","United States","California","AC_110",18
"2024-01-31",47,"M","Australia","Victoria","AC_111",23
"2024-02-24",40,"F","Australia","New South Wales","AC_111",23
"2023-11-16",40,"F","United States","California","AC_111",20
"2024-05-21",40,"F","United States","California","AC_111",2
"2024-01-10",47,"F","Canada","British Columbia","AC_110",28
"2023-11-13",42,"F","United Kingdom","England","AC_110",9
"2023-12-16",24,"M","Australia","Victoria","AC_110",11
"2023-12-20",24,"F","Australia","South Australia","AC_111",7
"2023-09-08",34,"F","United States","California","AC_109",5
"2024-06-07",34,"F","United States","California","AC_109",26
"2023-11-12",25,"M","United Kingdom","England","AC_109",13
"2024-01-24",25,"M","United Kingdom","England","AC_109",17
"2024-02-04",25,"M","United Kingdom","England","AC_109",19
"2023-09-12",19,"M","Australia","New South Wales","AC_109",13
"2024-05-21",39,"F","United States","Oregon","AC_111",21
"2023-09-13",31,"F","Australia","Victoria","AC_111",1
"2023-09-23",46,"M","United States","California","AC_111",15
"2024-02-06",27,"M","Australia","New South Wales","AC_109",24
"2024-02-07",31,"F","United States","California","AC_110",6
"2024-06-27",29,"F","Germany","Hessen","AC_109",16
"2024-04-16",32,"F","Germany","Hessen","AC_111",27
"2023-12-18",34,"F","Germany","Hamburg","AC_110",12
"2023-12-13",29,"F","Germany","Saarland","AC_109",12
"2024-06-13",18,"F","Germany","Saarland","AC_109",22
"2023-10-11",36,"F","Australia","Queensland","AC_110",23
"2023-09-03",37,"M","Australia","Queensland","AC_111",9
"2023-10-30",65,"F","Australia","Victoria","AC_109",31
"2024-06-25",43,"M","United States","California","AC_109",17
"2023-10-24",48,"M","Australia","Victoria","AC_111",5
"2023-09-01",54,"F","United States","Washington","AC_110",7
"2023-08-31",40,"M","Germany","Saarland","AC_110",9
"2023-10-20",26,"M","Australia","New South Wales","AC_111",21
"2023-12-08",32,"M","Canada","British Columbia","AC_110",9
"2024-03-09",32,"M","Canada","British Columbia","AC_110",7
"2024-05-24",26,"M","Germany","Hessen","AC_109",1
"2023-11-19",42,"F","Canada","British Columbia","AC_110",16
"2024-01-20",42,"F","Canada","British Columbia","AC_110",14
"2024-06-21",41,"M","United States","California","AC_110",24
"2023-08-24",38,"F","United States","Oregon","AC_109",24
"2023-11-17",32,"F","United States","California","AC_110",2
"2023-09-27",49,"F","United States","California","AC_110",16
"2024-04-14",49,"F","United States","California","AC_110",16
"2023-12-03",45,"F","Canada","British Columbia","AC_109",8
"2024-03-16",51,"M","Germany","Hamburg","AC_111",3
"2024-04-24",43,"M","Germany","Bayern","AC_109",20
"2024-03-15",38,"M","Canada","British Columbia","AC_111",10
"2023-11-11",31,"M","Australia","Victoria","AC_111",19
"2024-01-19",32,"F","Australia","Victoria","AC_111",25
"2023-10-06",25,"F","United States","California","AC_109",9
"2024-05-11",43,"F","Canada","British Columbia","AC_111",1
"2023-10-07",56,"F","Canada","British Columbia","AC_109",22
"2023-10-08",56,"M","Canada","British Columbia","AC_110",4
"2024-01-29",25,"M","Canada","British Columbia","AC_110",20
"2024-06-19",54,"F","United Kingdom","England","AC_110",12
"2023-09-20",60,"M","United Kingdom","England","AC_109",23
"2024-04-18",60,"M","United Kingdom","England","AC_109",18
"2023-10-04",18,"F","Australia","Queensland","AC_110",14
"2024-01-15",27,"M","United Kingdom","England","AC_110",2
"2024-02-09",29,"F","France","Seine (Paris)","AC_110",11
"2024-03-27",31,"M","France","Pas de Calais","AC_109",13
"2023-08-27",34,"M","United Kingdom","England","AC_110",19
"2023-09-06",34,"M","United Kingdom","England","AC_110",5
"2023-12-01",34,"M","United Kingdom","England","AC_110",22
"2023-09-12",18,"M","United Kingdom","England","AC_109",16
"2023-08-17",50,"F","United States","California","AC_109",10
"2023-11-19",29,"M","Australia","Queensland","AC_110",19
"2024-05-08",29,"M","Australia","Queensland","AC_110",29
"2024-06-12",29,"M","Australia","Queensland","AC_110",22
"2024-02-12",34,"F","Australia","Queensland","AC_111",16
"2023-08-24",35,"M","Australia","New South Wales","AC_111",24
"2024-06-20",35,"M","Australia","New South Wales","AC_111",6
"2024-04-01",24,"F","France","Moselle","AC_111",15
"2024-04-30",42,"F","United States","Oregon","AC_110",14
"2023-11-18",41,"F","United States","California","AC_110",2
"2024-06-18",41,"F","United States","California","AC_110",17
"2023-09-12",35,"M","Australia","Victoria","AC_109",8
"2024-01-28",38,"M","Australia","New South Wales","AC_111",15
"2023-12-09",21,"F","Australia","Queensland","AC_109",19
"2024-01-05",46,"F","Canada","British Columbia","AC_111",14
"2024-02-24",46,"F","Canada","British Columbia","AC_111",22
"2024-06-28",46,"F","Canada","British Columbia","AC_111",9
"2024-04-17",26,"M","United Kingdom","England","AC_111",6
"2024-02-27",60,"F","United Kingdom","England","AC_111",9
"2024-02-07",19,"M","Australia","South Australia","AC_111",2
"2023-08-19",33,"M","France","Essonne","AC_110",25
"2023-09-17",34,"F","France","Yveline","AC_110",27
"2024-03-07",20,"M","Australia","Tasmania","AC_110",22
"2023-12-17",51,"F","Australia","Victoria","AC_111",12
"2023-09-08",37,"M","United States","California","AC_109",11
"2023-12-06",37,"M","United States","California","AC_109",23
"2023-12-18",46,"M","United States","Washington","AC_109",9
"2024-06-29",49,"M","United States","California","AC_110",19
"2023-08-07",47,"M","United States","California","AC_109",21
"2024-06-22",17,"F","Germany","Hamburg","AC_110",32
"2023-11-24",42,"F","United States","Washington","AC_110",9
"2024-05-09",57,"M","United States","California","AC_110",11
"2024-03-30",44,"F","Germany","Hessen","AC_109",17
"2023-12-31",41,"F","Australia","New South Wales","AC_111",5
"2024-01-14",34,"M","United States","Washington","AC_109",1
"2024-04-04",38,"M","United States","California","AC_109",25
"2024-02-17",29,"M","Australia","New South Wales","AC_109",31
"2023-11-07",40,"M","United States","California","AC_111",28
"2024-06-21",40,"M","United States","California","AC_111",15
"2024-07-29",40,"M","United States","California","AC_111",9
"2024-04-15",20,"M","United States","California","AC_109",1
"2024-04-16",54,"M","Australia","New South Wales","AC_109",12
"2024-05-07",26,"M","United States","California","AC_110",10
"2023-08-24",20,"F","United Kingdom","England","AC_111",12
"2023-12-17",36,"M","France","Seine Saint Denis","AC_111",16
"2023-10-30",36,"M","United Kingdom","England","AC_111",19
"2024-03-23",36,"M","United Kingdom","England","AC_111",13
"2023-10-09",36,"F","Germany","Brandenburg","AC_110",16
"2024-02-21",29,"F","Germany","Nordrhein-Westfalen","AC_111",2
"2024-02-09",57,"F","United States","Washington","AC_110",17
"2024-01-02",30,"M","United States","Oregon","AC_110",18
"2023-11-27",39,"M","United States","Washington","AC_109",16
"2023-11-28",53,"F","France","Essonne","AC_110",30
"2024-02-07",26,"M","Australia","Queensland","AC_110",28
"2024-03-14",26,"M","Australia","Queensland","AC_110",29
"2023-08-21",50,"M","United States","Washington","AC_109",10
"2023-09-30",50,"M","United States","Washington","AC_109",14
"2024-05-31",47,"F","United States","California","AC_110",3
"2024-06-04",44,"M","United States","Washington","AC_109",6
"2023-12-18",22,"F","United States","California","AC_111",28
"2024-03-23",34,"F","Germany","Hessen","AC_109",21
"2024-02-27",54,"M","United Kingdom","England","AC_111",29
"2023-10-06",39,"F","United Kingdom","England","AC_111",3
"2023-10-02",45,"M","France","Seine (Paris)","AC_109",21
"2023-10-28",29,"F","United Kingdom","England","AC_109",28
"2024-04-23",41,"F","Canada","British Columbia","AC_111",20
"2024-03-02",44,"F","Australia","New South Wales","AC_109",1
"2024-07-15",21,"M","United States","Washington","AC_111",4
"2024-05-31",61,"M","United States","Illinois","AC_111",4
"2023-08-21",34,"M","Australia","New South Wales","AC_111",2
"2023-09-03",34,"M","Australia","New South Wales","AC_111",14
"2023-11-28",32,"M","Australia","Queensland","AC_110",2
"2024-01-25",36,"M","Australia","Victoria","AC_110",24
"2024-07-27",20,"F","United States","Washington","AC_109",6
"2023-11-14",34,"F","France","Seine Saint Denis","AC_109",16
"2023-10-10",60,"F","France","Seine (Paris)","AC_111",16
"2024-06-18",36,"M","France","Seine (Paris)","AC_109",4
"2024-02-08",21,"M","Australia","New South Wales","AC_111",11
"2024-04-15",58,"F","United States","California","AC_111",30
"2024-04-29",58,"F","United States","California","AC_111",12
"2023-09-03",41,"M","Australia","New South Wales","AC_109",3
"2024-01-26",28,"M","Australia","Queensland","AC_109",1
"2024-05-31",36,"M","United States","Oregon","AC_110",6
"2024-03-09",44,"M","United States","California","AC_109",24
"2024-05-24",31,"M","Germany","Hamburg","AC_110",9
"2023-11-21",30,"M","United Kingdom","England","AC_109",11
"2023-12-18",32,"M","Germany","Saarland","AC_110",2
"2023-12-18",33,"M","Germany","Bayern","AC_111",8
"2024-05-17",28,"F","France","Seine et Marne","AC_109",5
"2023-09-04",46,"F","United Kingdom","England","AC_111",28
"2023-09-23",47,"M","United States","Washington","AC_109",4
"2023-12-23",51,"M","Australia","Victoria","AC_109",15
"2024-06-07",43,"F","Australia","Victoria","AC_110",14
"2023-10-25",30,"F","Australia","Victoria","AC_111",11
"2024-06-03",35,"M","Germany","Saarland","AC_109",6
"2023-11-05",30,"M","United States","California","AC_112",1
"2023-08-07",54,"F","United States","California","AC_112",10
"2023-10-12",21,"M","Australia","New South Wales","AC_112",30
"2024-03-19",24,"M","Germany","Nordrhein-Westfalen","AC_112",30
"2024-06-11",23,"F","United Kingdom","England","AC_112",12
"2023-10-10",40,"F","United States","Oregon","AC_112",3
"2023-11-20",33,"M","Australia","Victoria","AC_112",1
"2024-07-08",33,"M","Australia","Victoria","AC_112",24
"2023-08-24",43,"M","United States","California","AC_112",16
"2023-11-05",43,"M","United States","California","AC_112",11
"2024-05-25",44,"M","United Kingdom","England","AC_112",13
"2024-01-03",42,"F","United Kingdom","England","AC_112",15
"2023-10-15",34,"F","Australia","New South Wales","AC_112",21
"2024-03-19",34,"F","Canada","British Columbia","AC_112",17
"2023-11-29",38,"M","Canada","British Columbia","AC_112",26
"2024-04-26",30,"F","United Kingdom","England","AC_112",5
"2023-08-13",31,"M","Canada","British Columbia","AC_112",14
"2024-04-25",47,"M","United Kingdom","England","AC_112",14
"2023-10-15",27,"F","United States","California","AC_112",30
"2024-01-06",21,"F","Germany","Nordrhein-Westfalen","AC_112",18
"2024-01-16",57,"F","United States","California","AC_112",7
"2023-10-13",21,"M","Australia","South Australia","AC_112",26
"2024-06-03",52,"M","United Kingdom","England","AC_112",13
"2024-01-21",26,"M","Germany","Saarland","AC_112",2
"2024-05-14",39,"F","United States","California","AC_112",14
"2024-03-16",51,"M","United States","California","AC_112",26
"2023-11-12",50,"F","Australia","New South Wales","AC_112",19
"2024-02-14",19,"M","France","Nord","AC_112",3
"2023-10-27",21,"F","France","Essonne","AC_112",22
"2023-10-22",42,"F","Canada","British Columbia","AC_112",13
"2024-01-18",31,"F","United States","Washington","AC_112",2
"2024-05-07",46,"M","United States","Washington","AC_112",28
"2024-06-03",42,"M","France","Val d'Oise","AC_112",9
"2023-12-14",61,"F","United States","California","AC_112",12
"2023-08-07",44,"F","Australia","New South Wales","CL_110",29
"2024-05-16",44,"F","Australia","New South Wales","CL_110",27
"2023-08-22",43,"F","Australia","Queensland","CL_110",4
"2023-09-28",56,"M","Australia","Victoria","CL_109",12
"2023-08-19",47,"F","Canada","British Columbia","CL_107",5
"2023-08-09",58,"M","United States","California","CL_110",22
"2024-03-17",23,"M","Australia","Victoria","CL_110",1
"2023-10-06",26,"M","France","Hauts de Seine","CL_108",21
"2024-02-11",29,"F","France","Seine (Paris)","CL_107",21
"2023-10-21",30,"F","United Kingdom","England","CL_108",26
"2024-06-27",26,"M","Canada","British Columbia","CL_108",10
"2023-10-06",26,"F","United States","Oregon","CL_108",15
"2023-08-20",35,"F","United States","California","CL_106",3
"2024-05-08",26,"M","United States","California","CL_106",9
"2023-10-15",28,"F","Canada","British Columbia","CL_110",24
"2023-12-28",32,"F","United States","Washington","CL_109",23
"2024-06-24",32,"F","United States","Washington","CL_109",31
"2024-06-05",51,"F","Australia","New South Wales","CL_110",2
"2024-03-13",53,"M","United States","Washington","CL_106",3
"2024-06-08",53,"M","United States","Oregon","CL_106",2
"2024-01-28",36,"M","France","Nord","CL_104",27
"2023-10-12",45,"F","Germany","Brandenburg","CL_111",20
"2023-10-16",24,"F","United Kingdom","England","CL_107",25
"2024-05-13",24,"F","United Kingdom","England","CL_107",17
"2024-04-13",29,"M","United Kingdom","England","CL_105",22
"2023-11-02",31,"F","France","Seine (Paris)","CL_108",10
"2023-12-07",56,"M","United Kingdom","England","CL_106",20
"2024-04-25",17,"M","Australia","Victoria","CL_111",15
"2024-04-29",52,"M","United Kingdom","England","CL_109",5
"2023-12-14",47,"M","France","Seine Saint Denis","CL_105",2
"2024-02-04",17,"M","Germany","Bayern","CL_109",2
"2024-05-27",29,"M","Germany","Hamburg","CL_106",15
"2024-05-29",30,"F","Germany","Nordrhein-Westfalen","CL_111",25
"2024-03-16",45,"M","Australia","Victoria","CL_110",20
"2024-01-23",40,"M","Canada","British Columbia","CL_107",10
"2023-09-26",47,"F","United States","California","CL_104",22
"2024-02-03",35,"F","Canada","British Columbia","CL_104",7
"2024-04-07",61,"F","United States","California","CL_107",5
"2023-08-08",60,"F","France","Seine et Marne","CL_111",2
"2023-11-10",29,"M","Germany","Saarland","CL_105",14
"2023-11-06",17,"M","France","Seine (Paris)","CL_107",27
"2023-09-23",18,"F","United Kingdom","England","CL_104",9
"2023-11-15",29,"M","Canada","British Columbia","CL_105",5
"2023-11-02",31,"F","Australia","Tasmania","CL_104",11
"2023-12-31",38,"F","United Kingdom","England","CL_108",26
"2024-02-12",27,"F","Australia","South Australia","CL_111",4
"2024-06-03",39,"F","Australia","Victoria","CL_109",12
"2023-12-22",32,"F","Australia","Tasmania","CL_105",27
"2024-01-06",64,"F","United States","California","CL_104",26
"2024-07-22",50,"M","Australia","Victoria","CL_110",8
"2024-03-02",42,"M","United Kingdom","England","CL_111",6
"2023-11-30",34,"M","United States","Washington","CL_111",1
"2023-09-28",26,"F","Germany","Nordrhein-Westfalen","CL_106",10
"2024-06-25",27,"M","France","Loir et Cher","CL_104",10
"2023-12-10",20,"F","United Kingdom","England","CL_105",16
"2024-03-15",20,"F","United Kingdom","England","CL_105",4
"2023-11-28",23,"M","United States","Oregon","CL_106",3
"2023-11-14",31,"M","Canada","British Columbia","CL_105",19
"2024-03-02",45,"F","Australia","Victoria","CL_108",6
"2024-01-14",43,"M","United Kingdom","England","CL_105",14
"2024-03-09",43,"M","United Kingdom","England","CL_105",11
"2023-12-15",45,"F","France","Hauts de Seine","CL_105",7
"2023-10-01",32,"F","Australia","New South Wales","CL_110",21
"2024-04-20",32,"F","Australia","New South Wales","CL_110",6
"2023-11-07",46,"M","Australia","Tasmania","CL_104",12
"2023-08-15",55,"M","United Kingdom","England","CL_108",19
"2023-12-02",44,"M","United Kingdom","England","CL_107",14
"2024-05-08",44,"M","United Kingdom","England","CL_107",8
"2023-12-02",22,"M","United States","California","CL_105",2
"2024-06-21",59,"F","United Kingdom","England","CL_104",24
"2024-06-03",27,"M","United States","Washington","CL_104",11
"2023-12-22",30,"F","United States","Washington","CL_110",31
"2023-12-23",32,"M","United States","California","CL_104",16
"2023-12-23",32,"M","United States","California","CL_104",26
"2023-08-11",29,"F","United States","California","CL_104",26
"2023-10-29",29,"F","United States","California","CL_104",17
"2023-12-12",38,"F","Canada","British Columbia","CL_109",28
"2023-10-23",25,"F","Australia","South Australia","CL_108",18
"2024-04-19",68,"M","United States","Washington","CL_109",17
"2024-05-15",31,"F","Australia","Queensland","CL_111",15
"2024-06-03",43,"F","United States","California","CL_110",26
"2024-04-15",27,"M","United Kingdom","England","CL_110",15
"2024-05-26",31,"F","Germany","Saarland","CL_108",27
"2023-10-07",22,"M","United Kingdom","England","CL_107",26
"2024-03-14",36,"F","United Kingdom","England","CL_108",15
"2024-04-27",27,"M","Germany","Saarland","CL_107",5
"2024-01-20",28,"M","United Kingdom","England","CL_107",9
"2024-04-20",30,"F","Germany","Hessen","CL_106",1
"2024-04-25",32,"M","France","Loiret","CL_105",4
"2023-12-29",21,"F","United Kingdom","England","CL_104",29
"2024-05-25",36,"M","Australia","Tasmania","CL_111",10
"2024-01-28",33,"M","United States","Washington","CL_104",11
"2024-04-21",33,"M","United States","Washington","CL_104",10
"2023-12-25",25,"M","Germany","Bayern","CL_107",8
"2024-05-10",59,"F","Australia","New South Wales","CL_107",3
"2023-10-13",25,"M","Australia","New South Wales","CL_108",28
"2024-03-25",39,"F","United States","Washington","CL_107",18
"2024-06-01",32,"F","Germany","Hessen","CL_106",18
"2024-06-09",18,"M","Germany","Bayern","CL_107",29
"2024-06-16",32,"M","Australia","New South Wales","CL_109",7
"2023-10-01",31,"F","Australia","New South Wales","CL_111",18
"2024-07-25",41,"M","United States","California","CL_104",22
"2023-12-15",51,"M","United States","California","CL_110",18
"2024-05-17",41,"M","France","Moselle","CL_106",1
"2023-09-09",28,"F","United States","Washington","CL_110",15
"2023-08-30",28,"M","United States","Washington","CL_108",10
"2023-09-25",25,"F","Germany","Saarland","CL_107",10
"2023-12-06",30,"F","Australia","Queensland","CL_109",22
"2024-01-24",36,"M","Australia","South Australia","CL_109",27
"2023-11-10",17,"F","United States","California","CL_111",21
"2024-06-18",41,"F","United States","California","CL_106",19
"2024-07-17",35,"F","Australia","New South Wales","CL_108",27
"2024-06-12",42,"F","United States","California","CL_111",2
"2023-09-08",44,"F","United States","Oregon","CL_107",4
"2024-01-03",51,"F","France","Seine (Paris)","CL_107",20
"2023-10-12",33,"M","United States","California","CL_111",18
"2024-05-03",38,"F","United States","Oregon","CL_105",1
"2024-06-07",35,"M","United States","California","CL_106",16
"2024-07-02",50,"M","Australia","Tasmania","CL_104",9
"2023-08-14",48,"F","Australia","New South Wales","CL_106",18
"2023-10-20",31,"F","Canada","British Columbia","CL_108",22
"2024-06-28",31,"F","Canada","British Columbia","CL_108",11
"2023-09-23",30,"M","Germany","Hamburg","CL_110",17
"2023-10-09",22,"F","United Kingdom","England","CL_110",24
"2024-02-13",31,"M","Australia","New South Wales","CL_111",15
"2024-03-26",40,"M","Australia","Queensland","CL_111",30
"2023-12-25",27,"M","United States","Oregon","CL_110",3
"2024-06-17",24,"M","United Kingdom","England","CL_108",1
"2024-05-07",36,"M","Australia","New South Wales","CL_107",7
"2024-01-26",27,"M","France","Nord","CL_105",13
"2024-03-28",32,"M","Canada","British Columbia","CL_104",15
"2024-02-15",28,"M","France","Seine (Paris)","CL_107",26
"2024-05-29",28,"F","United Kingdom","England","CL_108",6
"2024-02-06",23,"M","Australia","Queensland","CL_104",25
"2023-12-28",26,"F","United Kingdom","England","CL_104",4
"2024-07-23",26,"F","United Kingdom","England","CL_104",8
"2023-08-12",24,"F","Australia","New South Wales","CL_104",30
"2023-09-21",24,"F","Australia","Tasmania","CL_106",17
"2024-06-02",57,"F","United States","California","CL_111",1
"2024-05-24",34,"F","Australia","South Australia","CL_110",20
"2024-03-27",31,"M","United States","California","CL_104",12
"2024-05-04",31,"M","United States","California","CL_104",9
"2023-12-07",29,"F","Germany","Hamburg","CL_104",15
"2024-01-12",27,"M","Australia","New South Wales","CL_108",7
"2023-08-09",59,"M","United States","California","CL_109",14
"2024-01-07",39,"M","United States","Washington","CL_107",28
"2024-04-04",24,"F","Germany","Nordrhein-Westfalen","CL_111",15
"2023-12-21",31,"M","France","Seine (Paris)","CL_109",26
"2023-12-25",31,"M","France","Seine (Paris)","CL_109",19
"2023-09-23",22,"F","United States","California","CL_109",29
"2023-09-28",30,"F","Australia","New South Wales","CL_111",2
"2023-08-30",37,"F","United States","Oregon","CL_108",6
"2024-05-24",49,"M","Australia","Victoria","CL_111",24
"2024-03-04",35,"F","Australia","Queensland","CL_109",31
"2024-02-02",35,"M","United Kingdom","England","CL_110",6
"2023-09-12",20,"F","Australia","Queensland","CL_110",4
"2023-09-06",47,"M","United States","California","CL_106",2
"2024-01-25",24,"F","France","Moselle","CL_110",25
"2024-05-18",33,"F","United States","Oregon","CL_107",26
"2023-08-06",37,"M","United States","Oregon","BK_108",1
"2024-02-19",29,"F","France","Yveline","BK_111",2
"2023-09-09",31,"M","France","Nord","BK_109",2
"2023-12-31",23,"M","France","Loiret","BK_109",3
"2023-11-01",24,"M","United States","California","BK_112",2
"2023-10-28",32,"F","United States","Washington","BK_108",3
"2023-11-22",32,"F","United States","Washington","BK_108",1
"2024-05-09",32,"F","United States","Washington","BK_108",1
"2023-08-24",38,"F","United States","California","BK_111",1
"2023-12-05",24,"F","United States","California","BK_112",1
"2023-11-19",29,"F","Australia","New South Wales","BK_107",3
"2023-09-08",32,"F","Australia","Queensland","BK_100",1
"2024-06-06",32,"M","Australia","New South Wales","BK_104",1
"2024-06-08",36,"F","Australia","New South Wales","BK_101",2
"2024-06-14",36,"F","Australia","New South Wales","BK_101",1
"2023-11-28",39,"M","United Kingdom","England","BK_109",3
"2024-03-12",41,"F","Germany","Hessen","BK_109",1
"2024-01-08",36,"M","France","Yveline","BK_112",1
"2024-01-16",42,"M","Germany","Nordrhein-Westfalen","BK_111",1
"2023-10-02",56,"F","United States","Washington","BK_109",1
"2024-01-26",18,"F","Germany","Bayern","BK_113",1
"2024-05-09",44,"M","United States","Oregon","BK_108",3
"2024-03-20",30,"M","France","Seine (Paris)","BK_112",1
"2024-04-27",21,"M","France","Seine (Paris)","BK_110",1
"2024-05-06",26,"M","France","Yveline","BK_113",3
"2023-09-19",31,"M","Germany","Hamburg","BK_112",2
"2024-05-29",33,"M","Germany","Saarland","BK_111",3
"2024-01-08",35,"F","United Kingdom","England","BK_109",1
"2024-06-01",19,"M","Germany","Nordrhein-Westfalen","BK_109",3
"2023-10-29",28,"F","United States","Oregon","BK_111",1
"2024-05-17",53,"M","Australia","New South Wales","BK_113",1
"2024-06-03",47,"F","Australia","Queensland","BK_110",1
"2024-04-30",40,"F","United States","Oregon","BK_109",1
"2023-10-09",35,"F","Australia","Queensland","BK_111",1
"2024-05-30",38,"M","Australia","New South Wales","BK_110",3
"2024-03-01",53,"F","United States","California","BK_112",1
"2024-03-31",45,"M","United States","California","BK_112",3
"2023-10-05",41,"F","Canada","British Columbia","BK_108",1
"2023-12-20",41,"F","Canada","British Columbia","BK_108",1
"2023-08-09",47,"F","United States","Oregon","BK_112",1
"2024-01-16",51,"M","France","Nord","BK_109",1
"2023-11-24",42,"F","United States","Washington","BK_112",2
"2024-01-11",37,"F","United States","Oregon","BK_111",1
"2024-05-15",37,"F","United States","Oregon","BK_111",1
"2024-01-11",19,"M","Australia","Victoria","BK_109",3
"2023-09-13",28,"F","France","Loiret","BK_113",1
"2024-06-23",46,"F","France","Hauts de Seine","BK_108",1
"2023-12-17",23,"M","United Kingdom","England","BK_117",1
"2024-05-14",31,"M","Canada","British Columbia","BK_108",3
"2024-01-17",30,"F","Germany","Hamburg","BK_114",1
"2024-06-08",33,"M","Germany","Bayern","BK_117",3
"2023-12-26",21,"M","Germany","Bayern","BK_114",1
"2024-01-29",23,"M","France","Pas de Calais","BK_116",2
"2023-11-19",28,"F","Australia","New South Wales","BK_108",1
"2023-12-17",29,"M","United States","Washington","BK_110",1
"2024-04-16",39,"M","Australia","Victoria","BK_110",1
"2023-10-21",38,"F","United Kingdom","England","BK_114",1
"2023-12-30",51,"F","Germany","Hessen","BK_108",1
"2023-08-26",54,"M","United States","Washington","BK_108",2
"2023-08-26",35,"M","Australia","New South Wales","BK_109",2
"2024-02-27",37,"F","United States","Washington","BK_111",3
"2024-05-21",36,"M","Canada","British Columbia","BK_115",1
"2024-05-07",33,"F","France","Essonne","BK_115",2
"2023-11-05",34,"M","Germany","Hessen","BK_117",2
"2024-02-02",23,"F","United Kingdom","England","BK_112",1
"2024-02-07",23,"F","United Kingdom","England","BK_112",1
"2024-02-14",23,"F","United Kingdom","England","BK_112",1
"2024-03-19",32,"M","United Kingdom","England","BK_120",1
"2023-09-22",27,"F","France","Seine Saint Denis","BK_127",2
"2023-11-22",28,"F","United Kingdom","England","BK_110",1
"2023-12-09",53,"M","France","Seine (Paris)","BK_109",3
"2024-03-30",52,"F","United Kingdom","England","BK_111",3
"2024-02-21",24,"M","Australia","Queensland","BK_113",1
"2024-03-17",44,"M","Australia","Victoria","BK_113",2
"2024-05-12",35,"M","Australia","South Australia","BK_112",1
"2024-04-26",38,"F","Australia","South Australia","BK_109",2
"2023-09-22",48,"F","United States","California","BK_110",1
"2024-04-26",45,"F","United States","California","BK_108",1
"2024-02-02",41,"M","United States","Washington","BK_113",1
"2023-09-09",36,"F","United States","California","BK_113",1
"2024-03-27",57,"M","Germany","Saarland","BK_127",3
"2023-11-07",28,"M","Australia","Victoria","BK_108",2
"2024-05-28",38,"F","France","Seine (Paris)","BK_114",3
"2024-02-26",27,"F","United Kingdom","England","BK_111",1
"2024-03-24",27,"F","United Kingdom","England","BK_111",3
"2023-11-25",52,"M","France","Essonne","BK_110",1
"2024-06-04",23,"M","United States","Washington","BK_110",3
"2023-11-11",31,"F","United States","California","BK_108",1
"2024-04-04",31,"M","United States","California","BK_111",1
"2024-04-22",31,"M","United States","California","BK_111",1
"2024-05-16",38,"F","Australia","Victoria","BK_111",2
"2023-11-04",54,"F","Australia","Victoria","BK_122",2
"2024-01-14",42,"F","Germany","Saarland","BK_113",1
"2024-04-19",38,"F","United States","Washington","BK_112",1
"2024-04-16",39,"M","United States","California","BK_109",1
"2024-06-02",42,"M","United States","Washington","BK_120",1
"2024-05-26",34,"F","Germany","Hessen","BK_121",1
"2024-05-11",20,"F","United Kingdom","England","BK_114",1
"2024-06-06",43,"F","Australia","New South Wales","BK_108",1
"2023-12-07",34,"M","United Kingdom","England","BK_116",1
"2023-10-06",35,"F","Australia","New South Wales","BK_124",1
"2024-02-14",35,"F","Australia","New South Wales","BK_124",3
"2024-02-02",39,"F","United Kingdom","England","BK_108",1
"2024-01-08",40,"M","United Kingdom","England","BK_110",1
"2023-12-12",34,"F","Australia","Victoria","BK_115",1
"2024-05-08",50,"F","United States","California","BK_108",1
"2024-05-31",50,"F","United States","Oregon","BK_113",1
"2024-02-08",52,"M","Germany","Saarland","BK_113",2
"2023-11-19",32,"F","Australia","Victoria","BK_117",2
"2024-01-02",34,"M","United States","Washington","BK_113",1
"2023-08-06",27,"M","United Kingdom","England","BK_117",1
"2023-12-19",39,"F","United States","California","BK_110",1
"2023-12-04",56,"F","United States","California","BK_112",1
