Number of Records;Cell Cgi;Cell Tower Lat;Cell Tower Location;Cell Tower Long;Cell Tower State;Comm Date;Comm Identifier;Comm Time;Comm Timedate String;Comm Timestamp;Comm Type;Id
1;5.05013E+12;-42,85307;NEW TOWN;147,31532;TAS;12/26/14;;30/12/1899 11:06:48;12/26/14 11:06;1419552408;Internet;7381
1;5.05013E+12;-42,85307;NEW TOWN;147,31532;TAS;12/26/14;;30/12/1899 11:06:48;12/26/14 11:06;1419552408;Internet;7382
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 11:06:55;12/26/14 11:06;1419552415;Internet;7383
1;5.05013E+12;-42,85307;NEW TOWN;147,31532;TAS;12/26/14;;30/12/1899 11:09:22;12/26/14 11:09;1419552562;Internet;7384
1;5.05013E+12;-42,85307;NEW TOWN;147,31532;TAS;12/26/14;;30/12/1899 11:09:22;12/26/14 11:09;1419552562;Internet;7385
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 11:09:34;12/26/14 11:09;1419552574;Internet;7386
1;5050129505A15;-42,85984;BRICKWORKS;147,29215;TAS;12/26/14;;30/12/1899 11:56:46;12/26/14 11:56;1419555406;Internet;7387
1;5050129505A15;-42,85984;BRICKWORKS;147,29215;TAS;12/26/14;;30/12/1899 11:56:46;12/26/14 11:56;1419555406;Internet;7388
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 11:57:01;12/26/14 11:57;1419555421;Internet;7389
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 12:15:01;12/26/14 12:15;1419556501;Internet;7390
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 12:15:01;12/26/14 12:15;1419556501;Internet;7391
1;5050129505A15;-42,85984;BRICKWORKS;147,29215;TAS;12/26/14;;30/12/1899 12:15:08;12/26/14 12:15;1419556508;Internet;7392
1;5050129505A15;-42,85984;BRICKWORKS;147,29215;TAS;12/26/14;;30/12/1899 12:33:57;12/26/14 12:33;1419557637;Internet;7394
1;5.05013E+12;-42,85307;NEW TOWN;147,31532;TAS;12/26/14;;30/12/1899 12:33:57;12/26/14 12:33;1419557637;Internet;7393
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 12:34:42;12/26/14 12:34;1419557682;Internet;7395
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 12:39:35;12/26/14 12:39;1419557975;Internet;7396
1;5050129505A15;-42,85984;BRICKWORKS;147,29215;TAS;12/26/14;;30/12/1899 12:39:36;12/26/14 12:39;1419557976;Internet;7397
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;;12/26/14;6bbc17070aa91e2dab7909b96c6eecbd6109ba56;30/12/1899 12:42:54;12/26/14 12:42;1419558174;SMS;1101
1;5050129505A15;-42,85984;BRICKWORKS;147,29215;TAS;12/26/14;;30/12/1899 12:49:42;12/26/14 12:49;1419558582;Internet;7398
1;5050129505A15;-42,85984;BRICKWORKS;147,29215;TAS;12/26/14;;30/12/1899 12:51:07;12/26/14 12:51;1419558667;Internet;7399
1;5050129505A15;-42,85984;BRICKWORKS;147,29215;TAS;12/26/14;;30/12/1899 12:51:07;12/26/14 12:51;1419558667;Internet;7400
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 12:53:10;12/26/14 12:53;1419558790;Internet;7401
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 12:53:52;12/26/14 12:53;1419558832;Internet;7402
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 12:53:52;12/26/14 12:53;1419558832;Internet;7403
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 12:55:53;12/26/14 12:55;1419558953;Internet;7404
1;5050129505A15;-42,85984;BRICKWORKS;147,29215;TAS;12/26/14;;30/12/1899 13:12:37;12/26/14 13:12;1419559957;Internet;7405
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 13:12:38;12/26/14 13:12;1419559958;Internet;7406
1;5050129505A15;-42,85984;BRICKWORKS;147,29215;TAS;12/26/14;;30/12/1899 13:16:00;12/26/14 13:16;1419560160;Internet;7407
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 13:16:33;12/26/14 13:16;1419560193;Internet;7410
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 13:17:57;12/26/14 13:17;1419560277;Internet;7411
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 13:17:57;12/26/14 13:17;1419560277;Internet;7412
1;5050129505A15;-42,85984;BRICKWORKS;147,29215;TAS;12/26/14;;30/12/1899 13:19:20;12/26/14 13:19;1419560360;Internet;7413
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 14:42:20;12/26/14 14:42;1419565340;Internet;7414
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 14:42:20;12/26/14 14:42;1419565340;Internet;7415
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 14:44:13;12/26/14 14:44;1419565453;Internet;7416
1;5050129505A15;-42,85984;BRICKWORKS;147,29215;TAS;12/26/14;;30/12/1899 14:44:43;12/26/14 14:44;1419565483;Internet;7417
1;5050129505A15;-42,85984;BRICKWORKS;147,29215;TAS;12/26/14;;30/12/1899 14:44:43;12/26/14 14:44;1419565483;Internet;7418
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 14:45:39;12/26/14 14:45;1419565539;Internet;7419
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 14:49:46;12/26/14 14:49;1419565786;Internet;7420
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 14:49:46;12/26/14 14:49;1419565786;Internet;7421
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 14:50:05;12/26/14 14:50;1419565805;Internet;7422
1;5050129505A15;-42,85984;BRICKWORKS;147,29215;TAS;12/26/14;;30/12/1899 14:51:03;12/26/14 14:51;1419565863;Internet;7423
1;5050129505A15;-42,85984;BRICKWORKS;147,29215;TAS;12/26/14;;30/12/1899 14:51:03;12/26/14 14:51;1419565863;Internet;7424
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 14:52:45;12/26/14 14:52;1419565965;Internet;7425
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 16:30:48;12/26/14 16:30;1419571848;Internet;7428
1;5050129505A15;-42,85984;BRICKWORKS;147,29215;TAS;12/26/14;;30/12/1899 16:35:19;12/26/14 16:35;1419572119;Internet;7429
1;5050129505A15;-42,85984;BRICKWORKS;147,29215;TAS;12/26/14;;30/12/1899 16:35:19;12/26/14 16:35;1419572119;Internet;7430
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 16:37:14;12/26/14 16:37;1419572234;Internet;7431
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 16:38:07;12/26/14 16:38;1419572287;Internet;7432
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 16:38:07;12/26/14 16:38;1419572287;Internet;7433
1;5.05013E+12;-42,85307;NEW TOWN;147,31532;TAS;12/26/14;;30/12/1899 16:39:07;12/26/14 16:39;1419572347;Internet;7434
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 18:53:00;12/26/14 18:53;1419580380;Internet;7435
1;505012950037C;-42,84338;SUNDERLAND ST;147,29569;TAS;12/26/14;;30/12/1899 18:53:00;12/26/14 18:53;1419580380;Internet;7436
1;5.05013E+12;-42,85307;NEW TOWN;147,31532;TAS;12/26/14;;30/12/1899 18:53:15;12/26/14 18:53;1419580395;Internet;7437
1;5.05013E+12;-42,85307;NEW TOWN;147,31532;TAS;12/26/14;;30/12/1899 18:56:50;12/26/14 18:56;1419580610;Internet;7438
1;505012950048F;-42,83762;HOBART AIRPORT;147,50575;TAS;12/26/14;;30/12/1899 18:59:47;12/26/14 18:59;1419580787;Internet;7440
1;505012950048F;-42,83762;HOBART AIRPORT;147,50575;TAS;12/26/14;;30/12/1899 19:52:10;12/26/14 19:52;1419583930;Internet;7441
1;505012950048F;-42,83762;HOBART AIRPORT;147,50575;TAS;12/26/14;;30/12/1899 19:59:11;12/26/14 19:59;1419584351;Internet;7442
1;5050101528CFE;-33,93416;SYDNEY DOMESTIC TERMINAL T2 - VIRGIN;151,17938;NSW;12/26/14;;30/12/1899 21:48:50;12/26/14 21:48;1419590930;Internet;7444
1;5050101528CFE;-33,93416;SYDNEY DOMESTIC TERMINAL T2 - VIRGIN;151,17938;NSW;12/26/14;;30/12/1899 21:54:43;12/26/14 21:54;1419591283;Internet;7445
1;5050101528CFE;-33,93416;SYDNEY DOMESTIC TERMINAL T2 - VIRGIN;151,17938;NSW;12/26/14;;30/12/1899 21:54:43;12/26/14 21:54;1419591283;Internet;7446
1;5050101528CFE;-33,93416;SYDNEY DOMESTIC TERMINAL T2 - VIRGIN;151,17938;NSW;12/26/14;;30/12/1899 21:54:46;12/26/14 21:54;1419591286;Internet;7447
1;5.0501E+12;-33,93416;SYDNEY DOMESTIC TERMINAL T2 - VIRGIN;151,17938;;12/26/14;a804558e420ececf05faedf05722704a115f1b50;30/12/1899 21:54:54;12/26/14 21:54;1419591294;Phone;1102
1;505010152171C;-33,93285;MASCOT AIRPORT FAC3;151,1842;NSW;12/26/14;;30/12/1899 21:55:21;12/26/14 21:55;1419591321;Internet;7448
1;5.0501E+12;-33,796679;MANLY #;151,285293;NSW;12/26/14;;30/12/1899 22:38:24;12/26/14 22:38;1419593904;Internet;7452
1;5.0501E+12;-33,796679;MANLY #;151,285293;NSW;12/26/14;;30/12/1899 22:38:24;12/26/14 22:38;1419593904;Internet;7453
1;505010152532C;-33,79661;FAIRLIGHT 137 SYDNEY RD;151,27756;NSW;12/26/14;;30/12/1899 22:39:15;12/26/14 22:39;1419593955;Internet;7454
1;5.0501E+12;-33,796679;MANLY #;151,285293;NSW;12/26/14;;30/12/1899 22:42:01;12/26/14 22:42;1419594121;Internet;7455
1;5.0501E+12;-33,796679;MANLY #;151,285293;NSW;12/26/14;;30/12/1899 22:42:01;12/26/14 22:42;1419594121;Internet;7456
1;505010152532C;-33,79661;FAIRLIGHT 137 SYDNEY RD;151,27756;NSW;12/26/14;;30/12/1899 22:42:09;12/26/14 22:42;1419594129;Internet;7457
1;5.0501E+12;-33,796679;MANLY #;151,285293;NSW;12/26/14;;30/12/1899 22:45:45;12/26/14 22:45;1419594345;Internet;7458
1;5.0501E+12;-33,796679;MANLY #;151,285293;NSW;12/26/14;;30/12/1899 22:45:45;12/26/14 22:45;1419594345;Internet;7459
1;505010152532C;-33,79661;FAIRLIGHT 137 SYDNEY RD;151,27756;NSW;12/26/14;;30/12/1899 22:46:01;12/26/14 22:46;1419594361;Internet;7460
1;505010152532C;-33,79661;FAIRLIGHT 137 SYDNEY RD;151,27756;NSW;12/27/14;;30/12/1899 1:56:42;12/27/14 1:56;1419605802;Internet;7461
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 8:56:35;12/27/14 8:56;1419630995;Internet;7465
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 8:56:35;12/27/14 8:56;1419630995;Internet;7466
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 8:56:58;12/27/14 8:56;1419631018;Internet;7467
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 8:59:56;12/27/14 8:59;1419631196;Internet;7468
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 8:59:56;12/27/14 8:59;1419631196;Internet;7469
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 9:14:13;12/27/14 9:14;1419632053;Internet;7470
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 9:16:34;12/27/14 9:16;1419632194;Internet;7471
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 9:16:34;12/27/14 9:16;1419632194;Internet;7472
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 9:19:57;12/27/14 9:19;1419632397;Internet;7473
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 11:55:50;12/27/14 11:55;1419641750;Internet;7474
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 11:55:50;12/27/14 11:55;1419641750;Internet;7475
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 11:58:54;12/27/14 11:58;1419641934;Internet;7476
1;5.0501E+12;-33,779333;HARBORD 22 WAINE ST;151,276901;NSW;12/27/14;;30/12/1899 12:06:06;12/27/14 12:06;1419642366;Internet;7477
1;5.0501E+12;-33,779333;HARBORD 22 WAINE ST;151,276901;NSW;12/27/14;;30/12/1899 12:06:06;12/27/14 12:06;1419642366;Internet;7478
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 12:10:36;12/27/14 12:10;1419642636;Internet;7479
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 12:13:08;12/27/14 12:13;1419642788;Internet;7480
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 12:13:08;12/27/14 12:13;1419642788;Internet;7481
1;5.0501E+12;-33,78815;BALGOWLAH HAYES ST;151,26654;;12/27/14;a24a4646d074a779b45b34b943a47bf33168f791;30/12/1899 12:43:16;12/27/14 12:43;1419644596;SMS;1103
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 12:52:27;12/27/14 12:52;1419645147;Internet;7482
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 12:52:37;12/27/14 12:52;1419645157;Internet;7483
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 12:52:37;12/27/14 12:52;1419645157;Internet;7484
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 12:58:59;12/27/14 12:58;1419645539;Internet;7485
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 13:03:48;12/27/14 13:03;1419645828;Internet;7486
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 13:03:48;12/27/14 13:03;1419645828;Internet;7487
1;5.0501E+12;-33,78815;BALGOWLAH HAYES ST;151,26654;;12/27/14;12e3d1b0c95aa32b6890c4455918dfc10e09fb51;30/12/1899 13:04:15;12/27/14 13:04;1419645855;Phone;1104
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 13:05:32;12/27/14 13:05;1419645932;Internet;7488
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 13:31:55;12/27/14 13:31;1419647515;Internet;7489
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 13:31:55;12/27/14 13:31;1419647515;Internet;7490
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 13:35:11;12/27/14 13:35;1419647711;Internet;7491
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 13:37:49;12/27/14 13:37;1419647869;Internet;7492
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 13:37:49;12/27/14 13:37;1419647869;Internet;7493
1;5.0501E+12;-33,78815;BALGOWLAH HAYES ST;151,26654;;12/27/14;a24a4646d074a779b45b34b943a47bf33168f791;30/12/1899 13:41:47;12/27/14 13:41;1419648107;SMS;1105
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 13:44:38;12/27/14 13:44;1419648278;Internet;7494
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 13:47:01;12/27/14 13:47;1419648421;Internet;7495
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 13:47:01;12/27/14 13:47;1419648421;Internet;7496
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 13:52:46;12/27/14 13:52;1419648766;Internet;7497
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;;12/27/14;a24a4646d074a779b45b34b943a47bf33168f791;30/12/1899 14:04:44;12/27/14 14:04;1419649484;SMS;1106
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 14:10:04;12/27/14 14:10;1419649804;Internet;7498
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 14:10:04;12/27/14 14:10;1419649804;Internet;7499
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 14:15:52;12/27/14 14:15;1419650152;Internet;7500
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 15:24:32;12/27/14 15:24;1419654272;Internet;7501
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 15:39:20;12/27/14 15:39;1419655160;Internet;7502
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 15:39:21;12/27/14 15:39;1419655161;Internet;7503
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 15:39:55;12/27/14 15:39;1419655195;Internet;7504
1;5.0501E+12;-33,779333;HARBORD 22 WAINE ST;151,276901;NSW;12/27/14;;30/12/1899 19:04:19;12/27/14 19:04;1419667459;Internet;7505
1;5.0501E+12;-33,779333;HARBORD 22 WAINE ST;151,276901;NSW;12/27/14;;30/12/1899 19:04:19;12/27/14 19:04;1419667459;Internet;7506
1;5.0501E+12;-33,779333;HARBORD 22 WAINE ST;151,276901;;12/27/14;c20d10fed2182b6bdbe1c1d8583054cf86bac113;30/12/1899 19:04:33;12/27/14 19:04;1419667473;Phone;1107
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 19:06:05;12/27/14 19:06;1419667565;Internet;7507
1;5.0501E+12;-33,779333;HARBORD 22 WAINE ST;151,276901;NSW;12/27/14;;30/12/1899 19:09:39;12/27/14 19:09;1419667779;Internet;7508
1;5.0501E+12;-33,779333;HARBORD 22 WAINE ST;151,276901;NSW;12/27/14;;30/12/1899 19:09:39;12/27/14 19:09;1419667779;Internet;7509
1;5.0501E+12;-33,796679;MANLY #;151,285293;NSW;12/27/14;;30/12/1899 19:36:13;12/27/14 19:36;1419669373;Internet;7511
1;5.0501E+12;-33,796679;MANLY #;151,285293;NSW;12/27/14;;30/12/1899 19:36:13;12/27/14 19:36;1419669373;Internet;7512
1;5.0501E+12;-33,796679;MANLY #;151,285293;;12/27/14;a804558e420ececf05faedf05722704a115f1b50;30/12/1899 19:36:37;12/27/14 19:36;1419669397;Phone;1108
1;5.0501E+12;-33,796679;MANLY #;151,285293;NSW;12/27/14;;30/12/1899 19:36:51;12/27/14 19:36;1419669411;Internet;7514
1;5.0501E+12;-33,796679;MANLY #;151,285293;NSW;12/27/14;;30/12/1899 19:36:51;12/27/14 19:36;1419669411;Internet;7515
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 19:37:40;12/27/14 19:37;1419669460;Internet;7516
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 22:28:06;12/27/14 22:28;1419679686;Internet;7517
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 22:28:06;12/27/14 22:28;1419679686;Internet;7518
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 22:37:59;12/27/14 22:37;1419680279;Internet;7519
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:03:38;12/27/14 23:03;1419681818;Internet;7520
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:03:38;12/27/14 23:03;1419681818;Internet;7521
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:04:39;12/27/14 23:04;1419681879;Internet;7522
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:10:29;12/27/14 23:10;1419682229;Internet;7523
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:10:29;12/27/14 23:10;1419682229;Internet;7524
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:10:53;12/27/14 23:10;1419682253;Internet;7525
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:11:03;12/27/14 23:11;1419682263;Internet;7526
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:11:03;12/27/14 23:11;1419682263;Internet;7527
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:11:30;12/27/14 23:11;1419682290;Internet;7528
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:11:41;12/27/14 23:11;1419682301;Internet;7529
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:11:41;12/27/14 23:11;1419682301;Internet;7530
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:12:56;12/27/14 23:12;1419682376;Internet;7531
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:13:52;12/27/14 23:13;1419682432;Internet;7532
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:13:52;12/27/14 23:13;1419682432;Internet;7533
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:13:58;12/27/14 23:13;1419682438;Internet;7534
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:25:26;12/27/14 23:25;1419683126;Internet;7535
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:25:26;12/27/14 23:25;1419683126;Internet;7536
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:25:32;12/27/14 23:25;1419683132;Internet;7537
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:28:07;12/27/14 23:28;1419683287;Internet;7538
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:28:07;12/27/14 23:28;1419683287;Internet;7539
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:28:27;12/27/14 23:28;1419683307;Internet;7540
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:31:47;12/27/14 23:31;1419683507;Internet;7541
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:31:47;12/27/14 23:31;1419683507;Internet;7542
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:32:13;12/27/14 23:32;1419683533;Internet;7543
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:32:23;12/27/14 23:32;1419683543;Internet;7544
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:32:23;12/27/14 23:32;1419683543;Internet;7545
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:32:37;12/27/14 23:32;1419683557;Internet;7546
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:34:40;12/27/14 23:34;1419683680;Internet;7547
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:34:40;12/27/14 23:34;1419683680;Internet;7548
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:35:01;12/27/14 23:35;1419683701;Internet;7549
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:36:00;12/27/14 23:36;1419683760;Internet;7550
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:36:00;12/27/14 23:36;1419683760;Internet;7551
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/27/14;;30/12/1899 23:51:49;12/27/14 23:51;1419684709;Internet;7552
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/28/14;;30/12/1899 0:01:45;12/28/14 0:01;1419685305;Internet;7553
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/28/14;;30/12/1899 0:01:45;12/28/14 0:01;1419685305;Internet;7554
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/28/14;;30/12/1899 0:12:18;12/28/14 0:12;1419685938;Internet;7555
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/28/14;;30/12/1899 0:27:07;12/28/14 0:27;1419686827;Internet;7556
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/28/14;;30/12/1899 0:27:07;12/28/14 0:27;1419686827;Internet;7557
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/28/14;;30/12/1899 0:27:20;12/28/14 0:27;1419686840;Internet;7558
1;505012056EF02;-33,78815;BALGOWLAH HAYES ST;151,26654;NSW;12/28/14;;30/12/1899 0:27:30;12/28/14 0:27;1419686850;Internet;7559
