Name,Year,Platform,Platform_Generation,Platform_Company,NA_Sales,EU_Sales,JP_Sales,Global_Sales
"Monsters, Inc.",2002,PS2,6th,Sony,0.15,0.12,0,0.32
DJ Hero,2009,PS2,6th,Sony,0.1,0.02,0,0.32
Just Dance 2016,2015,XOne,8th,Microsoft,0.24,0.04,0,0.32
Resident Evil Archives: Resident Evil,2008,Wii,7th,Nintendo,0.17,0.04,0.08,0.32
Dynasty Warriors 4 Empires,2004,PS2,6th,Sony,0,0,0.32,0.32
Shenmue II,2002,XB,6th,Microsoft,0.22,0.08,0,0.32
Heart of Darkness,1998,PS,5th,Sony,0.18,0.12,0,0.32
LEGO Marvel's Avengers,2016,PS3,7th,Sony,0.1,0.17,0,0.32
Virtua Striker 2,1999,DC,6th,Sega,0,0,0.32,0.32
Dragon Ball: XenoVerse,2015,XOne,8th,Microsoft,0.18,0.11,0,0.31
Fuel,2009,X360,7th,Microsoft,0.09,0.19,0,0.31
ExerBeat,2010,Wii,7th,Nintendo,0.1,0.18,0,0.31
WarCraft II: The Dark Saga,1997,PS,5th,Sony,0.18,0.12,0,0.31
Crash Nitro Kart,2003,XB,6th,Microsoft,0.24,0.07,0,0.31
Sesame Street: Cookie's Counting Carnival,2010,Wii,7th,Nintendo,0.29,0,0,0.31
NBA ShootOut,1995,PS,5th,Sony,0.17,0.12,0,0.31
Fishing Master,2007,Wii,7th,Nintendo,0.29,0,0,0.31
Jikkyou Powerful Pro Yakyuu 14,2007,PS2,6th,Sony,0,0,0.31,0.31
Sniper Elite 3,2014,PS3,7th,Sony,0.1,0.15,0,0.31
Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,1995,SNES,4th,Nintendo,0,0,0.31,0.31
Sesame Street: Elmo's Letter Adventure,1998,PS,5th,Sony,0.17,0.12,0,0.31
The Incredible Hulk,2008,Wii,7th,Nintendo,0.28,0.01,0,0.31
Namco Museum: Virtual Arcade,2008,X360,7th,Microsoft,0.27,0.01,0.01,0.31
NBA Inside Drive 2003,2002,XB,6th,Microsoft,0.23,0.07,0,0.31
FIFA Street,2005,PS2,6th,Sony,0.15,0.12,0,0.31
MLB 07: The Show,2007,PS3,7th,Sony,0.29,0,0,0.31
Homefront: The Revolution,2016,PS4,8th,Sony,0.05,0.19,0.03,0.31
Jampack: Summer 2003 (RP-M),2003,PS2,6th,Sony,0.15,0.12,0,0.31
Alone in the Dark: One-Eyed Jack's Revenge,1996,PS,5th,Sony,0.17,0.12,0,0.31
Yu-Gi-Oh! The Dawn of Destiny,2004,XB,6th,Microsoft,0.23,0.07,0,0.31
The Matrix: Path of Neo,2005,XB,6th,Microsoft,0.23,0.07,0,0.31
Mortal Kombat: Shaolin Monks,2005,XB,6th,Microsoft,0.23,0.07,0,0.31
Einhänder,1997,PS,5th,Sony,0.1,0.07,0.13,0.31
Tiny Toon Adventures: The Great Beanstalk,1998,PS,5th,Sony,0.17,0.12,0,0.31
Metro: Last Light,2014,XOne,8th,Microsoft,0.15,0.13,0,0.31
Dark Void,2010,X360,7th,Microsoft,0.19,0.09,0,0.31
Pro Evolution Soccer 2013,2012,X360,7th,Microsoft,0.08,0.2,0,0.31
Armored Core: Silent Line,2003,PS2,6th,Sony,0.07,0.06,0.16,0.31
SD Gundam G Generation Wars,2009,PS2,6th,Sony,0,0,0.31,0.31
Panzer Dragoon II Zwei,1995,SAT,5th,Sega,0,0,0.31,0.31
KISS Pinball,2001,PS,5th,Sony,0.17,0.12,0,0.31
Brothers In Arms: Earned in Blood,2005,XB,6th,Microsoft,0.23,0.07,0,0.31
Super Robot Taisen Complete Box,1999,PS,5th,Sony,0,0,0.29,0.31
Cabela's Outdoor Adventures (2009),2009,Wii,7th,Nintendo,0.29,0,0,0.31
Jikkyou Powerful Pro Yakyuu 4,1997,N64,5th,Nintendo,0,0,0.26,0.31
Goemon's Great Adventure,1998,N64,5th,Nintendo,0.06,0.02,0.13,0.31
Hot Wheels Turbo Racing,1999,N64,5th,Nintendo,0.25,0.06,0,0.31
Vigilante 8,1998,N64,5th,Nintendo,0.25,0.06,0,0.31
Bass Hunter 64,1999,N64,5th,Nintendo,0.25,0.06,0,0.31
Doubutsu no Mori,2001,N64,5th,Nintendo,0,0,0.26,0.31
TRON: Evolution,2010,X360,7th,Microsoft,0.24,0.05,0,0.31
Disney Infinity 3.0,2015,XOne,8th,Microsoft,0.18,0.1,0,0.31
Calvin Tucker's Redneck Jamboree,2008,Wii,7th,Nintendo,0.29,0,0,0.31
MySims SkyHeroes,2010,Wii,7th,Nintendo,0.18,0.1,0,0.31
J-League Winning Eleven 2007: Club Championship,2007,PS2,6th,Sony,0,0,0.31,0.31
Shrek's Carnival Craze Party Games,2008,Wii,7th,Nintendo,0.28,0,0,0.31
Harvest Moon: Magical Melody,2008,Wii,7th,Nintendo,0.25,0.04,0,0.31
Little King's Story,2009,Wii,7th,Nintendo,0.15,0.11,0.02,0.31
Jampack Volume 12,2005,PS2,6th,Sony,0.15,0.12,0,0.31
Tiger Woods PGA Tour 06,2005,X360,7th,Microsoft,0.28,0,0,0.31
Shaun White Snowboarding,2008,PS2,6th,Sony,0.15,0.12,0,0.31
Shin Megami Tensei: Devil Summoner - Soul Hackers,1997,SAT,5th,Sega,0,0,0.31,0.31
Major League Baseball 2K8,2008,PS3,7th,Sony,0.28,0,0,0.31
Rapala Pro Bass Fishing 2010,2010,Wii,7th,Nintendo,0.23,0.05,0,0.31
Lord of the Rings: Battle for Middle-Earth,2006,X360,7th,Microsoft,0.28,0,0,0.31
Demolition Racer,1998,PS,5th,Sony,0.17,0.12,0,0.31
Midway Arcade Treasures 2,2004,XB,6th,Microsoft,0.24,0.05,0,0.31
Final Fantasy IV,1997,PS,5th,Sony,0,0,0.29,0.31
"NASCAR Thunder 2003",2002,GC,6th,Nintendo,0.24,0.06,0,0.31
Sorcery,2012,PS3,7th,Sony,0.14,0.12,0,0.31
NHL FaceOff 2000,1998,PS,5th,Sony,0.17,0.12,0,0.31
Star Wars Racer Revenge,2002,PS2,6th,Sony,0.15,0.12,0,0.31
The King of Fighters XIII,2011,PS3,7th,Sony,0.17,0.07,0.04,0.31
NCAA Final Four 2002,2001,PS2,6th,Sony,0.15,0.12,0,0.31
South Park: Chef's Luv Shack,1998,PS,5th,Sony,0.17,0.12,0,0.31
Music Maker,2001,PS2,6th,Sony,0.15,0.12,0,0.31
Ganbare Goemon 2: Kiteretsu Shougun Magginesu,1993,SNES,4th,Nintendo,0,0,0.31,0.31
Blade II,2002,PS2,6th,Sony,0.15,0.12,0,0.31
40 Winks,1999,PS,5th,Sony,0.17,0.12,0,0.31
Shaun White Snowboarding: World Stage,2009,Wii,7th,Nintendo,0.25,0.04,0,0.31
Skylanders SWAP Force,2013,XOne,8th,Microsoft,0.22,0.06,0,0.31
A Collection of Classic Games from the Intellivision,1999,PS,5th,Sony,0.17,0.12,0,0.31
Monsters vs. Aliens,2009,PS3,7th,Sony,0.21,0.06,0,0.31
Bruce Lee: Quest of the Dragon,2002,XB,6th,Microsoft,0.23,0.07,0,0.31
Spin Jam,2000,PS,5th,Sony,0.17,0.12,0,0.31
Disney's The Emperor's New Groove,2000,PS,5th,Sony,0.17,0.12,0,0.31
Disney's Stitch: Experiment 626,2002,PS2,6th,Sony,0.15,0.12,0,0.31
RPG Tsukuru 2,1996,SNES,4th,Nintendo,0,0,0.31,0.31
Yuu Yuu Hakusho 2: Kakutou no Sho,1994,SNES,4th,Nintendo,0,0,0.31,0.31
Orphen: Scion of Sorcery,2000,PS2,6th,Sony,0.15,0.12,0,0.31
Magna Carta 2,2009,X360,7th,Microsoft,0.13,0.08,0.07,0.3
Midtown Madness 3,2003,XB,6th,Microsoft,0.23,0.07,0,0.3
One Piece: Unlimited World Red,2014,PS3,7th,Sony,0.09,0.12,0.06,0.3
Alien: Isolation,2014,X360,7th,Microsoft,0.15,0.13,0,0.3
Virtua Cop 2,1996,SAT,5th,Sega,0,0,0.3,0.3
Ehrgeiz,1998,PS,5th,Sony,0.17,0.12,0,0.3
Karaoke Revolution Glee: Volume 3,2011,Wii,7th,Nintendo,0.24,0.04,0,0.3
"Army Men World War: Land, Sea, Air",2000,PS,5th,Sony,0.17,0.12,0,0.3
Dai-2-Ji Super Robot Taisen OG,2012,PS3,7th,Sony,0,0,0.3,0.3
Stranglehold,2007,PS3,7th,Sony,0.24,0.03,0,0.3
Trauma Center: New Blood,2007,Wii,7th,Nintendo,0.22,0.04,0.01,0.3
NES Remix,2014,WiiU,8th,Nintendo,0.2,0,0.08,0.3
Jumping Flash!,1995,PS,5th,Sony,0.05,0.03,0.21,0.3
Karaoke Revolution Party,2005,PS2,6th,Sony,0.15,0.12,0,0.3
Burnout,2002,GC,6th,Nintendo,0.23,0.06,0,0.3
Chaos Legion,2003,PS2,6th,Sony,0.15,0.12,0,0.3
PowerUp Heroes,2011,X360,7th,Microsoft,0.18,0.1,0,0.3
"NASCAR 2011: The Game",2011,X360,7th,Microsoft,0.29,0,0,0.3
Shrek: Forever After,2010,Wii,7th,Nintendo,0.19,0.09,0,0.3
Neopets: The Darkest Faerie,2005,PS2,6th,Sony,0.15,0.12,0,0.3
Blazing Heroes,1995,SAT,5th,Sega,0,0,0.3,0.3
Cart World Series,1997,PS,5th,Sony,0.17,0.11,0,0.3
24: The Game,2006,PS2,6th,Sony,0.15,0.12,0,0.3
Super Robot Taisen OG: Original Generations Gaiden,2007,PS2,6th,Sony,0,0,0.3,0.3
Drakengard 3,2013,PS3,7th,Sony,0.1,0,0.19,0.3
Decathlete,1994,SAT,5th,Sega,0,0,0.3,0.3
DmC: Devil May Cry,2015,PS4,8th,Sony,0.12,0.13,0,0.3
Dynasty Warriors 6,2007,X360,7th,Microsoft,0.15,0.06,0.06,0.3
Wacky Races: Crash & Dash,2008,Wii,7th,Nintendo,0.27,0.01,0,0.3
Dynasty Warriors 8: Xtreme Legends,2014,PS4,8th,Sony,0.09,0.11,0.06,0.3
Sengoku Basara: Samurai Heroes,2010,Wii,7th,Nintendo,0.08,0.02,0.2,0.3
Romance of the Three Kingdoms VIII,2002,PS2,6th,Sony,0.05,0.04,0.19,0.3
Daikaijyuu Monogatari,1994,SNES,4th,Nintendo,0,0,0.3,0.3
Tropico 5,2015,PS4,8th,Sony,0.05,0.16,0.05,0.3
Hard Hitter Tennis,2001,PS2,6th,Sony,0.15,0.11,0,0.3
Monster Truck Madness 64,1999,N64,5th,Nintendo,0.24,0.06,0,0.3
Quake II,1999,N64,5th,Nintendo,0.24,0.06,0,0.3
Harry Potter and the Order of the Phoenix,2007,X360,7th,Microsoft,0.24,0.04,0,0.3
Skylanders: SuperChargers,2015,PS4,8th,Sony,0.17,0.08,0,0.3
Macross Digital Mission VF-X,1997,PS,5th,Sony,0,0,0.28,0.3
Rayman 2: Revolution,2000,PS2,6th,Sony,0.15,0.11,0,0.3
Super Bomberman 5,1997,SNES,4th,Nintendo,0,0,0.3,0.3
N3: Ninety-Nine Nights,2006,X360,7th,Microsoft,0.2,0.03,0.05,0.3
Army Men: Air Attack 2,2000,PS,5th,Sony,0.17,0.11,0,0.3
Pride FC: Fighting Championships,2003,PS2,6th,Sony,0.15,0.11,0,0.3
Eternal Ring,2000,PS2,6th,Sony,0.1,0.07,0.1,0.3
Dragon Force,1996,SAT,5th,Sega,0,0,0.3,0.3
Rabbids: Alive & Kicking,2011,X360,7th,Microsoft,0.15,0.12,0,0.3
Winning Post 2,1995,SNES,4th,Nintendo,0,0,0.3,0.3
Star Gladiator Episode: I Final Crusade,1996,PS,5th,Sony,0.07,0.05,0.15,0.3
Spider-Man: Friend or Foe,2007,X360,7th,Microsoft,0.26,0.02,0,0.3
Dance Dance Revolution Universe 3,2008,X360,7th,Microsoft,0.28,0,0,0.3
We Sing Pop!,2012,Wii,7th,Nintendo,0.08,0.19,0,0.3
Showdown: Legends of Wrestling,2004,PS2,6th,Sony,0.15,0.11,0,0.3
Reel Fishing: Angler's Dream,2009,Wii,7th,Nintendo,0.26,0.01,0,0.3
Far East of Eden Zero,1995,SNES,4th,Nintendo,0,0,0.3,0.3
Star Ocean 5: Integrity and Faithlessness,2016,PS4,8th,Sony,0.06,0.07,0.14,0.3
Call of Juarez: The Cartel,2011,PS3,7th,Sony,0.12,0.13,0,0.3
Full Spectrum Warrior,2005,PS2,6th,Sony,0.15,0.11,0,0.3
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,2010,Wii,7th,Nintendo,0,0,0.3,0.3
James Bond 007: Legends,2012,X360,7th,Microsoft,0.13,0.14,0,0.3
The Sims 2: Pets,2006,PS2,6th,Sony,0.02,0.01,0,0.3
Wanted: Weapons of Fate,2009,PS3,7th,Sony,0.14,0.1,0.01,0.3
Dreamworks Madagascar Kartz,2009,PS3,7th,Sony,0.19,0.07,0,0.3
Future Cop L.A.P.D.,1997,PS,5th,Sony,0.16,0.11,0,0.3
Guitar Hero: Van Halen,2009,X360,7th,Microsoft,0.16,0.1,0,0.3
Final Fantasy XI: Wings of the Goddess,2007,X360,7th,Microsoft,0.25,0,0.02,0.3
Shark Tale,2004,GC,6th,Nintendo,0.23,0.06,0,0.3
Fist of the North Star: Ken's Rage 2,2012,PS3,7th,Sony,0,0,0.3,0.3
MLB SlugFest Loaded,2004,PS2,6th,Sony,0.14,0.11,0,0.3
Teenage Mutant Ninja Turtles,2003,XB,6th,Microsoft,0.22,0.06,0,0.3
FIFA Street 3,2008,X360,7th,Microsoft,0.12,0.14,0,0.3
Batman: The Brave and the Bold the Videogame,2010,Wii,7th,Nintendo,0.22,0.06,0,0.3
Dragon Ball Z: Budokai Tenkaichi 2,2006,Wii,7th,Nintendo,0.24,0.03,0,0.3
AMF Bowling 2004,2003,XB,6th,Microsoft,0.22,0.06,0,0.3
Thief (2014),2014,X360,7th,Microsoft,0.14,0.13,0,0.3
Scooby-Doo! Night of 100 Frights,2002,GC,6th,Nintendo,0.23,0.06,0,0.3
Just Dance Kids 2,2011,Wii,7th,Nintendo,0.28,0,0,0.29
Grandia II,2002,PS2,6th,Sony,0.14,0.11,0,0.29
Front Mission Evolved,2010,PS3,7th,Sony,0.09,0.07,0.11,0.29
Mini Ninjas,2009,X360,7th,Microsoft,0.12,0.14,0,0.29
NieR,2010,X360,7th,Microsoft,0.13,0.1,0.04,0.29
The BIGS 2,2009,Wii,7th,Nintendo,0.26,0.01,0,0.29
The Chronicles of Riddick: Assault on Dark Athena,2009,X360,7th,Microsoft,0.16,0.1,0,0.29
The Godfather: Dons Edition,2007,PS3,7th,Sony,0.25,0.02,0,0.29
Guardian Heroes,1995,SAT,5th,Sega,0,0,0.29,0.29
Assassin's Creed IV: Black Flag,2013,WiiU,8th,Nintendo,0.18,0.09,0,0.29
MLB Power Pros,2007,Wii,7th,Nintendo,0.23,0,0.04,0.29
Outlaw Golf,2002,XB,6th,Microsoft,0.22,0.06,0,0.29
The Amazing Spider-Man 2 (2014),2014,PS3,7th,Sony,0.06,0.16,0.02,0.29
Dynasty Warriors: Strikeforce,2009,PS3,7th,Sony,0.11,0.08,0.07,0.29
Fisherman's Bait 2: Big Ol' Bass,1999,PS,5th,Sony,0.16,0.11,0,0.29
Lupin the 3rd: Treasure of the Sorcerer King,2002,PS2,6th,Sony,0.02,0.02,0.25,0.29
Up,2009,X360,7th,Microsoft,0.2,0.07,0,0.29
Prince of Persia: Rival Swords,2007,Wii,7th,Nintendo,0.24,0.03,0,0.29
One Piece Unlimited Cruise 2: Awakening of a Hero,2009,Wii,7th,Nintendo,0,0.1,0.17,0.29
Ben 10 Alien Force: Vilgax Attacks,2009,PS2,6th,Sony,0.11,0.03,0,0.29
Majin and the Forsaken Kingdom,2010,PS3,7th,Sony,0.09,0.14,0.01,0.29
NBA Street V3,2005,GC,6th,Nintendo,0.23,0.06,0,0.29
WinBack: Covert Operations,2000,PS2,6th,Sony,0.14,0.11,0,0.29
Punch-Out!!,2007,Wii,7th,Nintendo,0.02,0.22,0.05,0.29
Kagero: Deception II,1998,PS,5th,Sony,0.03,0.02,0.22,0.29
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,2000,PS,5th,Sony,0,0,0.27,0.29
The Bureau: XCOM Declassified,2013,PS3,7th,Sony,0.08,0.16,0,0.29
NBA Live 06,2005,X360,7th,Microsoft,0.27,0,0,0.29
Guitar Hero: Van Halen,2009,Wii,7th,Nintendo,0.14,0.12,0,0.29
J-League Victory Goal '96,1996,SAT,5th,Sega,0,0,0.29,0.29
Jeopardy! 2nd Edition,2000,PS,5th,Sony,0.16,0.11,0,0.29
SD Gundam G Century,1997,PS,5th,Sony,0,0,0.27,0.29
Ratchet & Clank: Size Matters,2008,PS2,6th,Sony,0.13,0.1,0.03,0.29
Ben 10 Ultimate Alien: Cosmic Destruction,2010,Wii,7th,Nintendo,0.17,0.1,0,0.29
Atelier Iris 3: Grand Phantasm (US Sales),2006,PS2,6th,Sony,0.14,0.11,0,0.29
Itadaki Street 2: Neon Sign wa Bara Iro ni,1994,SNES,4th,Nintendo,0,0,0.29,0.29
Def Jam Rapstar,2010,X360,7th,Microsoft,0.25,0.03,0,0.29
Need for Speed: The Run,2011,Wii,7th,Nintendo,0.13,0.13,0.01,0.29
From TV Animation One Piece: Treasure Battle!,2002,GC,6th,Nintendo,0,0,0.28,0.29
Starhawk,2012,PS3,7th,Sony,0.18,0.05,0.03,0.29
Area 51,2005,XB,6th,Microsoft,0.22,0.06,0,0.29
The Smurfs: Dance Party,2011,Wii,7th,Nintendo,0.22,0.04,0,0.29
Disney Channel: All Star Party,2010,Wii,7th,Nintendo,0.18,0.08,0,0.29
Medieval Moves: Deadmund's Quest,2011,PS3,7th,Sony,0.13,0.12,0,0.29
Angry Birds Star Wars,2013,X360,7th,Microsoft,0.16,0.11,0,0.29
Mega Man X8,2004,PS2,6th,Sony,0.14,0.11,0,0.29
CSI: Deadly Intent,2009,Wii,7th,Nintendo,0.13,0.13,0,0.29
Ford Mustang: The Legend Lives,2005,PS2,6th,Sony,0.14,0.11,0,0.29
Jikkyou Powerful Pro Yakyuu 8,2001,PS2,6th,Sony,0,0,0.29,0.29
Viz,1998,N64,5th,Nintendo,0.23,0.06,0,0.29
Top Gear Overdrive,1998,N64,5th,Nintendo,0.23,0.06,0,0.29
Xena: Warrior Princess - The Talisman of Fate,1999,N64,5th,Nintendo,0.23,0.06,0,0.29
Jeremy McGrath Supercross 2000,1999,N64,5th,Nintendo,0.23,0.06,0,0.29
The New Tetris,1999,N64,5th,Nintendo,0.22,0.05,0.02,0.29
Ken Griffey Jr.'s Slugfest,1999,N64,5th,Nintendo,0.23,0.06,0,0.29
Supercross 2000,1999,N64,5th,Nintendo,0.23,0.06,0,0.29
War Gods,1997,N64,5th,Nintendo,0.23,0.06,0,0.29
Bladestorm: The Hundred Years' War,2007,PS3,7th,Sony,0.1,0.03,0.14,0.29
Marvel Super Hero Squad,2009,PS2,6th,Sony,0.14,0.11,0,0.29
Turning Point: Fall of Liberty,2008,X360,7th,Microsoft,0.23,0.04,0,0.29
Heroes of the Pacific,2005,PS2,6th,Sony,0.14,0.11,0,0.29
Dead Rising: Chop Till You Drop,2009,Wii,7th,Nintendo,0.15,0.07,0.05,0.29
The Lord of the Rings: The Third Age,2004,GC,6th,Nintendo,0.22,0.06,0,0.29
Fable: The Journey,2012,X360,7th,Microsoft,0.18,0.09,0,0.29
Just Dance Wii 2,2012,Wii,7th,Nintendo,0,0,0.29,0.29
Madden NFL 08,2007,XB,6th,Microsoft,0.22,0.06,0,0.29
DX Game of Life,1996,PS,5th,Sony,0,0,0.27,0.29
Pirates of the Caribbean,2003,XB,6th,Microsoft,0.22,0.06,0,0.29
Operation Flashpoint: Red River,2011,X360,7th,Microsoft,0.1,0.15,0.01,0.29
One Piece: Pirate Warriors 3,2015,PS3,7th,Sony,0,0.09,0.19,0.29
The Punisher,2005,XB,6th,Microsoft,0.22,0.06,0,0.29
MLB Pennant Race,1996,PS,5th,Sony,0.16,0.11,0,0.29
Transformers: Dark of the Moon,2011,X360,7th,Microsoft,0.13,0.13,0,0.29
SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,1991,SNES,4th,Nintendo,0,0,0.29,0.29
GRID 2,2013,X360,7th,Microsoft,0.08,0.17,0,0.29
WWII Aces,2008,Wii,7th,Nintendo,0.27,0,0,0.29
Puzzle Quest: Challenge of the Warlords,2007,Wii,7th,Nintendo,0.26,0,0,0.29
Shrek Super Party,2002,PS2,6th,Sony,0.14,0.11,0,0.29
"Sakura Wars 4: Koi Seyo,Otome",2002,DC,6th,Sega,0,0,0.29,0.29
"Sakura Wars: So Long, My Love",2005,PS2,6th,Sony,0.07,0.05,0.15,0.29
Dynasty Tactics,2002,PS2,6th,Sony,0.06,0.05,0.16,0.29
Lightning Returns: Final Fantasy XIII,2013,X360,7th,Microsoft,0.15,0.1,0.01,0.29
Trivial Pursuit,2009,PS3,7th,Sony,0.12,0.12,0,0.29
Shrek the Third,2007,Wii,7th,Nintendo,0.26,0.01,0,0.29
Snowboarding,2000,PS,5th,Sony,0.16,0.11,0,0.29
Purr Pals,2008,Wii,7th,Nintendo,0.27,0,0,0.29
Surf's Up,2007,PS2,6th,Sony,0.14,0.11,0,0.29
BlazBlue: Chrono Phantasma,2013,PS3,7th,Sony,0.13,0,0.14,0.29
Looney Tunes Racing,2000,PS,5th,Sony,0.16,0.11,0,0.29
Final Fantasy X-2: International + Last Mission,2004,PS2,6th,Sony,0,0,0.29,0.29
Namco Museum Vol.2,1996,PS,5th,Sony,0.03,0.02,0.21,0.29
Rayman 3: Hoodlum Havoc,2003,PS2,6th,Sony,0.14,0.11,0,0.29
Psi-Ops: The Mindgate Conspiracy,2004,PS2,6th,Sony,0.14,0.11,0,0.29
I Spy: Spooky Mansion,2010,Wii,7th,Nintendo,0.27,0,0,0.29
Tomba! 2: The Evil Swine Return,1999,PS,5th,Sony,0.16,0.11,0,0.29
SAW,2009,X360,7th,Microsoft,0.13,0.12,0,0.29
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,2006,PS2,6th,Sony,0,0,0.29,0.29
BeatMania Append 4thMix: The beat goes on,1999,PS,5th,Sony,0,0,0.27,0.29
"NASCAR 08",2007,X360,7th,Microsoft,0.26,0,0,0.29
Romance of the Three Kingdoms III: Dragon of Destiny,1992,SNES,4th,Nintendo,0,0,0.29,0.29
El Shaddai: Ascension of the Metatron,2011,PS3,7th,Sony,0.11,0.07,0.08,0.29
Family Guy: Back to the Multiverse,2012,PS3,7th,Sony,0.12,0.12,0,0.29
Spyro: A Hero's Tail,2004,GC,6th,Nintendo,0.22,0.06,0,0.29
Links 2004,2003,XB,6th,Microsoft,0.21,0.06,0,0.29
PGA Tour 97,1996,PS,5th,Sony,0.16,0.11,0,0.29
The Golden Compass,2007,PS3,7th,Sony,0.14,0.1,0,0.29
F1 Race Stars,2012,X360,7th,Microsoft,0.07,0.18,0,0.29
Rugby World Cup 2011,2011,X360,7th,Microsoft,0.03,0.21,0,0.28
Ice Age: Dawn of the Dinosaurs,2009,Wii,7th,Nintendo,0.11,0.14,0,0.28
Monster 4x4: Masters of Metal,2003,PS2,6th,Sony,0.14,0.11,0,0.28
SingStar Country,2008,PS2,6th,Sony,0.14,0.11,0,0.28
DeathSmiles,2009,X360,7th,Microsoft,0.15,0.06,0.05,0.28
VMX Racing,1997,PS,5th,Sony,0.16,0.11,0,0.28
Hot Shots Golf: World Invitational,2012,PS3,7th,Sony,0,0,0.28,0.28
Super Fire ProWrestling X,1995,SNES,4th,Nintendo,0,0,0.28,0.28
International Superstar Soccer,1994,SNES,4th,Nintendo,0,0,0.28,0.28
Metal Gear Solid V: Ground Zeroes,2014,XOne,8th,Microsoft,0.15,0.11,0,0.28
Tigger's Honey Hunt,2000,PS,5th,Sony,0.16,0.11,0,0.28
The Warriors,2005,XB,6th,Microsoft,0.21,0.06,0,0.28
Monopoly Streets,2010,X360,7th,Microsoft,0.16,0.1,0,0.28
Shadow Hearts,2001,PS2,6th,Sony,0.09,0.07,0.1,0.28
NHL 2K11,2010,Wii,7th,Nintendo,0.24,0.02,0,0.28
One Piece: Burning Blood,2016,PS4,8th,Sony,0.1,0.08,0.07,0.28
Street Hoops,2002,XB,6th,Microsoft,0.21,0.06,0,0.28
R: Racing Evolution,2003,PS2,6th,Sony,0.14,0.11,0,0.28
Tony Hawk: Shred,2010,PS3,7th,Sony,0.18,0.07,0,0.28
Netsu Chu! Pro Yakyuu 2003,2003,PS2,6th,Sony,0,0,0.28,0.28
ATV Quad Power Racing 2,2003,GC,6th,Nintendo,0.22,0.06,0,0.28
Siren: Blood Curse,2008,PS3,7th,Sony,0,0.17,0.09,0.28
Pro Evolution Soccer 2017,2016,PS4,8th,Sony,0.01,0.16,0.09,0.28
Chromehounds,2006,X360,7th,Microsoft,0.24,0,0.01,0.28
Marvel Nemesis: Rise of the Imperfects,2005,XB,6th,Microsoft,0.21,0.06,0,0.28
The King of Fighters '95,1995,SAT,5th,Sega,0,0,0.28,0.28
Avatar: The Last Airbender,2006,Wii,7th,Nintendo,0.24,0.02,0,0.28
Viewtiful Joe,2004,PS2,6th,Sony,0.14,0.11,0,0.28
Triple Play 2000,1999,N64,5th,Nintendo,0.27,0.01,0,0.28
Need for Speed: Most Wanted,2013,WiiU,8th,Nintendo,0.14,0.12,0,0.28
Arcade Hits: Frisky Tom,2002,PS,5th,Sony,0.16,0.11,0,0.28
Dead to Rights: Retribution,2010,PS3,7th,Sony,0.1,0.12,0.02,0.28
Harry Potter and the Sorcerer's Stone,2003,PS2,6th,Sony,0.14,0.11,0,0.28
Kung Fu Chaos,2003,XB,6th,Microsoft,0.21,0.06,0,0.28
Naruto Shippuden: Ultimate Ninja Storm 4,2016,XOne,8th,Microsoft,0.19,0.06,0,0.28
Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,2002,PS2,6th,Sony,0,0,0.28,0.28
Jackass the Game,2007,PS2,6th,Sony,0.14,0.11,0,0.28
Lord of Darkness,1991,SNES,4th,Nintendo,0,0,0.28,0.28
Hannah Montana: Spotlight World Tour,2008,PS2,6th,Sony,0.12,0.02,0,0.28
Carol Vorderman's Sudoku,2006,PS2,6th,Sony,0,0.23,0,0.28
MX SuperFly featuring Ricky Carmichael,2002,PS2,6th,Sony,0.14,0.11,0,0.28
Remington Super Slam Hunting: Africa,2010,Wii,7th,Nintendo,0.27,0,0,0.28
Army of Two: The Devil's Cartel,2013,PS3,7th,Sony,0.11,0.11,0.01,0.28
Syphon Filter: Dark Mirror,2007,PS2,6th,Sony,0.14,0.11,0,0.28
Conflict: Desert Storm II - Back to Bagdhad,2003,XB,6th,Microsoft,0.21,0.06,0,0.28
Guitar Hero Live,2015,PS3,7th,Sony,0.09,0.14,0,0.28
Mission: Impossible - Operation Surma,2003,PS2,6th,Sony,0.14,0.11,0,0.28
Driver: Parallel Lines,2006,PS2,6th,Sony,0.12,0.1,0.03,0.28
Sing Party,2012,WiiU,8th,Nintendo,0.13,0.12,0,0.28
Backyard Wrestling 2: There Goes the Neighborhood,2004,PS2,6th,Sony,0.14,0.11,0,0.28
Virtua Fighter 5 Online,2007,X360,7th,Microsoft,0.2,0.03,0.03,0.28
Dead or Alive,1998,PS,5th,Sony,0.09,0.06,0.1,0.28
Wild ARMs 5,2006,PS2,6th,Sony,0.14,0.11,0,0.28
Bionic Commando,2009,X360,7th,Microsoft,0.12,0.12,0.01,0.28
NFL Blitz 20-02,2002,PS2,6th,Sony,0.14,0.11,0,0.28
Mega Man 7,1995,SNES,4th,Nintendo,0.03,0.01,0.23,0.28
NCAA March Madness 2005,2004,XB,6th,Microsoft,0.21,0.06,0,0.28
Shadows of the Damned,2011,PS3,7th,Sony,0.11,0.09,0.04,0.28
