tree_id,tree_dbh,curb_loc,spc_common,status,health,root_stone,root_grate,root_other,trunk_wire,trnk_light,trnk_other,brch_light,brch_shoe,brch_other,postcode,nta,nta_name,latitude,longitude
236625,5,OnCurb,ginkgo,Alive,Good,No,No,No,No,No,Yes,No,No,No,10012,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.72448408,-74.00091709
219745,10,OnCurb,honeylocust,Alive,Good,No,Yes,Yes,No,No,Yes,No,No,Yes,10021,MN31,Lenox Hill-Roosevelt Island,40.76820089,-73.96157113
248164,2,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10027,MN03,Central Harlem North-Polo Grounds,40.80880954,-73.94187561
246223,3,OnCurb,green ash,Alive,Poor,No,No,No,No,No,No,No,No,No,10014,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.7283448,-74.00860663
225165,5,OnCurb,green ash,Alive,Good,Yes,No,No,No,No,No,No,No,No,10026,MN11,Central Harlem South,40.80162404,-73.9585145
211840,5,OnCurb,purple-leaf plum,Alive,Fair,No,No,No,No,No,No,No,No,No,10032,MN36,Washington Heights South,40.84131165,-73.93958582
264757,11,OnCurb,London planetree,Alive,Poor,No,No,Yes,No,No,No,No,No,Yes,10021,MN40,Upper East Side-Carnegie Hill,40.77114187,-73.96618254
237340,8,OnCurb,Callery pear,Alive,Good,No,No,No,No,No,No,No,No,No,10035,MN34,East Harlem North,40.80390044,-73.94021927
236627,8,OnCurb,cherry,Alive,Good,No,No,No,Yes,No,No,No,No,No,10012,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.72524367,-74.00027521
248757,13,OnCurb,pin oak,Alive,Good,No,No,No,No,No,No,No,No,No,10065,MN40,Upper East Side-Carnegie Hill,40.76738499,-73.96699186
218091,9,OnCurb,Callery pear,Alive,Fair,No,No,No,No,No,No,No,No,No,10025,MN12,Upper West Side,40.79635415,-73.97226595
248500,4,OnCurb,silver linden,Alive,Poor,No,No,No,No,No,No,No,No,No,10065,MN40,Upper East Side-Carnegie Hill,40.76780348,-73.9696468
194627,16,OnCurb,Callery pear,Alive,Good,No,No,No,No,No,No,No,Yes,No,10128,MN40,Upper East Side-Carnegie Hill,40.78307961,-73.95823749
236039,7,OnCurb,Callery pear,Alive,Fair,Yes,No,No,No,No,No,No,No,No,10036,MN15,Clinton,40.76060504,-73.99753735
240605,5,OnCurb,Callery pear,Alive,Good,No,No,No,No,No,No,No,No,No,10028,MN40,Upper East Side-Carnegie Hill,40.77903459,-73.95675626
254946,14,OnCurb,Japanese zelkova,Alive,Good,No,No,No,No,No,No,No,No,No,10014,MN23,West Village,40.73808414,-74.00247973
248213,12,OnCurb,black oak,Alive,Fair,No,No,No,No,No,No,No,No,Yes,10027,MN03,Central Harlem North-Polo Grounds,40.80875879,-73.9406373
244001,3,OnCurb,Japanese zelkova,Alive,Good,No,No,No,No,No,No,No,No,No,10035,MN34,East Harlem North,40.80292356,-73.9359611
228166,18,OnCurb,northern red oak,Alive,Good,No,No,No,No,No,No,No,No,No,10035,MN34,East Harlem North,40.80141694,-73.94045528
237342,11,OnCurb,Callery pear,Alive,Good,No,No,No,No,No,No,No,No,No,10035,MN34,East Harlem North,40.80408159,-73.9406488
212783,4,OnCurb,,Dead,,No,No,No,No,No,No,No,No,No,10032,MN36,Washington Heights South,40.84361145,-73.93839387
74012,5,OnCurb,Siberian elm,Alive,Good,Yes,No,No,No,No,No,No,No,No,10029,MN33,East Harlem South,40.79426078,-73.94300273
243961,11,OnCurb,Chinese elm,Alive,Fair,No,No,No,No,No,No,No,No,No,10029,MN33,East Harlem South,40.79011673,-73.93717682
243972,12,OnCurb,northern red oak,Alive,Fair,Yes,No,No,No,No,No,No,No,No,10029,MN33,East Harlem South,40.79090729,-73.93650373
246512,7,OnCurb,Japanese zelkova,Alive,Fair,Yes,Yes,No,No,No,Yes,No,No,Yes,10013,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.72544898,-74.00909421
228181,8,OnCurb,northern red oak,Alive,Fair,Yes,No,No,No,No,Yes,No,No,Yes,10035,MN34,East Harlem North,40.80102639,-73.93994271
244000,6,OnCurb,Japanese zelkova,Alive,Good,No,No,No,No,No,No,No,No,No,10035,MN34,East Harlem North,40.80295469,-73.93603503
261914,3,OnCurb,Japanese zelkova,Alive,Good,No,No,No,No,No,No,No,No,No,10027,MN09,Morningside Heights,40.81232302,-73.96096629
246405,3,OnCurb,northern red oak,Alive,Poor,Yes,No,No,No,No,No,No,No,No,10013,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.72377215,-74.0055457
246722,5,OnCurb,northern red oak,Alive,Fair,Yes,No,No,No,No,No,No,No,No,10013,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.72511189,-74.00933439
254189,13,OnCurb,Japanese zelkova,Alive,Good,No,No,No,No,No,No,No,No,No,10003,MN22,East Village,40.72735362,-73.99019592
239674,8,OnCurb,Japanese zelkova,Alive,Good,No,No,No,No,No,No,No,No,Yes,10023,MN14,Lincoln Square,40.77395584,-73.985156
43596,13,OnCurb,Siberian elm,Alive,Fair,Yes,No,No,No,No,Yes,No,No,Yes,10035,MN34,East Harlem North,40.8055776,-73.94005039
212383,25,OffsetFromCurb,Siberian elm,Alive,Good,No,No,No,No,No,No,No,No,No,10032,MN04,Hamilton Heights,40.83250164,-73.9460158
244076,6,OnCurb,Japanese zelkova,Alive,Fair,No,No,No,No,No,No,No,No,No,10035,MN34,East Harlem North,40.80287805,-73.93611138
262059,4,OnCurb,,Dead,,No,No,No,No,No,No,No,No,No,10031,MN04,Hamilton Heights,40.82665935,-73.95075416
243969,12,OnCurb,northern red oak,Alive,Good,Yes,No,No,No,No,No,No,No,No,10029,MN33,East Harlem South,40.79074384,-73.936646
264735,9,OnCurb,northern red oak,Alive,Good,No,No,No,No,No,No,No,No,Yes,10021,MN40,Upper East Side-Carnegie Hill,40.77060892,-73.96659752
236253,3,OnCurb,Japanese zelkova,Alive,Good,No,No,No,No,No,No,No,No,No,10021,MN40,Upper East Side-Carnegie Hill,40.77250184,-73.96477614
241519,12,OnCurb,Japanese zelkova,Alive,Good,No,No,No,No,No,No,No,No,No,10028,MN40,Upper East Side-Carnegie Hill,40.7774211,-73.95686099
194942,18,OnCurb,Kentucky coffeetree,Alive,Good,Yes,No,No,No,No,No,No,No,No,10028,MN32,Yorkville,40.77236986,-73.94882196
173096,4,OnCurb,Kentucky coffeetree,Alive,Good,No,No,No,No,No,No,No,No,No,10013,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.72196136,-74.00629531
196378,4,OnCurb,Kentucky coffeetree,Alive,Good,No,No,No,No,No,No,No,No,No,10002,MN27,Chinatown,40.71653217,-73.99171237
205754,4,OnCurb,Kentucky coffeetree,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.78070036,-73.9854307
235201,2,OnCurb,Kentucky coffeetree,Alive,Good,No,No,No,No,No,No,No,No,No,10025,MN12,Upper West Side,40.79800813,-73.96999247
214259,14,OnCurb,Kentucky coffeetree,Alive,Good,No,No,No,No,No,No,No,No,No,10025,MN12,Upper West Side,40.79931882,-73.96664922
236550,4,OnCurb,London planetree,Alive,Good,No,No,No,No,No,No,No,No,No,10012,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.72564743,-73.9998022
247471,1,OnCurb,Sophora,Alive,Good,No,No,No,No,No,No,No,No,No,10024,MN12,Upper West Side,40.784928,-73.98032429
229748,17,OnCurb,Sophora,Alive,Fair,Yes,No,Yes,No,No,No,No,No,No,10065,MN40,Upper East Side-Carnegie Hill,40.76459588,-73.96786523
229312,14,OnCurb,Sophora,Alive,Good,Yes,No,No,No,No,No,No,No,No,10065,MN40,Upper East Side-Carnegie Hill,40.76500523,-73.96626873
240212,13,OnCurb,Sophora,Alive,Good,No,No,No,No,No,No,No,No,No,10028,MN40,Upper East Side-Carnegie Hill,40.77974824,-73.95817828
225043,9,OnCurb,Sophora,Alive,Good,No,No,No,No,No,No,No,No,No,10025,MN09,Morningside Heights,40.80089242,-73.96178787
240569,9,OnCurb,Sophora,Alive,Good,No,No,No,No,No,Yes,No,No,Yes,10027,MN09,Morningside Heights,40.80797886,-73.96006269
211632,4,OnCurb,cherry,Alive,Good,No,No,No,No,No,No,No,No,No,10014,MN23,West Village,40.72944149,-74.00377706
212850,10,OnCurb,cherry,Alive,Good,No,No,No,No,No,No,No,No,No,10024,MN12,Upper West Side,40.78777952,-73.97920656
243965,14,OnCurb,northern red oak,Alive,Good,No,No,No,No,No,No,No,No,No,10029,MN33,East Harlem South,40.7904596,-73.9369011
243967,9,OnCurb,Chinese elm,Alive,Good,Yes,No,No,No,No,No,No,No,No,10029,MN33,East Harlem South,40.79057279,-73.936799
244002,3,OnCurb,Japanese zelkova,Alive,Good,No,No,No,No,No,No,No,No,No,10035,MN34,East Harlem North,40.80289004,-73.93588148
212548,4,OffsetFromCurb,purple-leaf plum,Alive,Fair,No,No,No,No,No,No,No,No,No,10031,MN04,Hamilton Heights,40.83064766,-73.94736488
255479,4,OnCurb,northern red oak,Alive,Good,No,No,No,No,No,No,No,No,No,10029,MN33,East Harlem South,40.79183125,-73.93944352
259487,8,OnCurb,Callery pear,Alive,Good,No,No,No,No,No,No,No,No,No,10009,MN28,Lower East Side,40.72062982,-73.98002118
237345,7,OnCurb,Callery pear,Alive,Good,No,No,No,No,No,No,No,No,No,10035,MN34,East Harlem North,40.80418148,-73.94088567
244004,5,OnCurb,Callery pear,Alive,Poor,No,No,No,No,No,No,No,No,No,10035,MN34,East Harlem North,40.80234165,-73.93457921
255480,15,OnCurb,Chinese elm,Alive,Good,No,No,No,No,No,No,No,No,No,10029,MN33,East Harlem South,40.79188406,-73.93956769
246407,6,OnCurb,Callery pear,Alive,Good,Yes,No,No,No,No,No,No,No,No,10013,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.72378729,-74.00570355
169937,4,OffsetFromCurb,swamp white oak,Alive,Good,No,No,No,No,No,No,No,No,No,10004,MN25,Battery Park City-Lower Manhattan,40.70206606,-74.01285707
169938,4,OffsetFromCurb,swamp white oak,Alive,Good,No,No,No,No,No,No,No,No,No,10004,MN25,Battery Park City-Lower Manhattan,40.70199442,-74.01283857
247772,5,OnCurb,Sophora,Alive,Good,Yes,No,No,No,No,No,No,No,No,10026,MN11,Central Harlem South,40.80535843,-73.95784701
262343,4,OnCurb,honeylocust,Alive,Fair,Yes,No,No,No,No,No,No,No,Yes,10028,MN32,Yorkville,40.77820912,-73.95426591
266351,14,OnCurb,ginkgo,Alive,Good,No,No,No,No,No,No,No,No,No,10037,MN34,East Harlem North,40.81383681,-73.93669926
238637,3,OnCurb,northern red oak,Alive,Fair,No,No,No,No,No,No,No,No,No,10012,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.7209249,-73.99607667
255483,14,OnCurb,Chinese elm,Alive,Good,Yes,No,No,No,No,No,No,No,No,10029,MN33,East Harlem South,40.79204706,-73.9399509
266347,14,OnCurb,ginkgo,Alive,Poor,Yes,No,No,No,No,No,No,No,No,10037,MN34,East Harlem North,40.81415834,-73.9364657
266356,3,OnCurb,ginkgo,Alive,Fair,No,No,No,No,No,No,No,No,No,10037,MN34,East Harlem North,40.81347444,-73.9369625
211892,8,OnCurb,crab apple,Alive,Good,No,No,No,No,No,No,No,No,No,10032,MN36,Washington Heights South,40.83974029,-73.94068614
228202,10,OffsetFromCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10009,MN50,Stuyvesant Town-Cooper Village,40.73077581,-73.98066707
228204,14,OffsetFromCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10009,MN50,Stuyvesant Town-Cooper Village,40.73070452,-73.98049666
260877,2,OnCurb,Japanese zelkova,Alive,Good,Yes,No,No,No,No,No,No,No,No,10031,MN04,Hamilton Heights,40.82869247,-73.94975004
211905,6,OnCurb,crab apple,Alive,Good,No,No,No,No,No,No,No,No,No,10032,MN36,Washington Heights South,40.83930771,-73.94100188
264650,12,OnCurb,ginkgo,Alive,Good,No,No,No,No,No,No,No,No,No,10019,MN15,Clinton,40.76615871,-73.98574173
261751,9,OnCurb,littleleaf linden,Alive,Good,No,No,No,No,No,No,No,No,No,10027,MN06,Manhattanville,40.81831355,-73.95668621
261753,9,OnCurb,littleleaf linden,Alive,Good,No,No,No,No,No,No,No,No,No,10027,MN06,Manhattanville,40.81842242,-73.95694384
247156,16,OnCurb,littleleaf linden,Alive,Good,No,No,No,No,No,No,No,No,No,10024,MN12,Upper West Side,40.78502344,-73.97858088
244085,12,OnCurb,northern red oak,Alive,Fair,No,Yes,No,No,No,No,No,No,No,10035,MN34,East Harlem North,40.8002079,-73.93562326
239871,12,OnCurb,,Dead,,No,No,No,No,No,No,No,No,No,10023,MN12,Upper West Side,40.77908195,-73.97487202
246406,5,OnCurb,Callery pear,Alive,Good,No,No,No,No,No,No,No,No,No,10013,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.72377964,-74.00562373
255475,4,OnCurb,northern red oak,Alive,Good,No,No,No,No,No,No,No,No,No,10029,MN33,East Harlem South,40.79161502,-73.9389352
238461,11,OnCurb,honeylocust,Alive,Good,Yes,No,No,No,No,No,No,No,No,10013,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.72004767,-73.99587402
264648,10,OnCurb,ginkgo,Alive,Good,No,No,No,No,No,No,No,No,No,10019,MN15,Clinton,40.76605776,-73.98550164
262075,5,OnCurb,American linden,Alive,Good,No,No,No,No,No,Yes,No,No,No,10028,MN40,Upper East Side-Carnegie Hill,40.77997027,-73.95697044
228197,18,OffsetFromCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10009,MN50,Stuyvesant Town-Cooper Village,40.73126518,-73.98183686
253266,15,OnCurb,ginkgo,Alive,Good,Yes,No,No,No,No,No,No,No,No,10003,MN22,East Village,40.72774998,-73.98744274
236316,8,OnCurb,Callery pear,Alive,Good,Yes,No,Yes,No,No,No,Yes,No,Yes,10021,MN40,Upper East Side-Carnegie Hill,40.77020068,-73.96645995
254357,10,OnCurb,Callery pear,Alive,Good,No,No,No,No,No,No,No,No,No,10003,MN22,East Village,40.72760482,-73.9891812
221064,5,OnCurb,Norway maple,Alive,Good,Yes,No,No,No,No,No,No,No,Yes,10016,MN20,Murray Hill-Kips Bay,40.74301828,-73.97940407
237347,12,OnCurb,Callery pear,Alive,Good,No,No,No,No,No,No,Yes,No,No,10035,MN34,East Harlem North,40.80424808,-73.94104358
237349,11,OnCurb,Callery pear,Alive,Good,No,No,No,No,No,No,No,No,No,10035,MN34,East Harlem North,40.80434131,-73.94126467
246726,7,OnCurb,Callery pear,Alive,Fair,Yes,No,No,No,No,No,No,No,No,10013,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.7254617,-74.00927245
261915,12,OnCurb,Callery pear,Alive,Good,Yes,No,No,No,No,No,No,No,No,10027,MN09,Morningside Heights,40.8124746,-73.96085528
246725,7,OnCurb,Callery pear,Alive,Fair,Yes,No,No,Yes,No,No,No,No,No,10013,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.72534446,-74.00929321
261916,11,OnCurb,Callery pear,Alive,Good,No,No,No,No,No,No,No,No,No,10027,MN09,Morningside Heights,40.81264441,-73.96073091
259649,6,OnCurb,littleleaf linden,Alive,Fair,Yes,No,No,No,Yes,No,Yes,No,Yes,10009,MN22,East Village,40.72234854,-73.98409998
218299,10,OnCurb,ginkgo,Alive,Good,No,No,No,No,No,No,No,No,No,10025,MN12,Upper West Side,40.79555833,-73.97284627
253030,15,OnCurb,Sophora,Alive,Good,No,No,No,No,No,No,No,No,No,10065,MN40,Upper East Side-Carnegie Hill,40.76592756,-73.96908084
254191,15,OnCurb,Sophora,Alive,Good,Yes,No,No,No,No,No,No,No,No,10003,MN22,East Village,40.72747413,-73.99048309
261468,1,OnCurb,Sophora,Alive,Fair,No,No,No,No,No,Yes,No,No,No,10031,MN04,Hamilton Heights,40.82992287,-73.94905174
239808,9,OnCurb,Sophora,Alive,Good,Yes,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.77410265,-73.98656573
260481,2,OnCurb,,Dead,,No,No,No,No,No,No,No,No,No,10028,MN40,Upper East Side-Carnegie Hill,40.78055097,-73.95890732
246392,22,OnCurb,Sophora,Alive,Good,No,No,Yes,No,No,No,No,No,No,10014,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.72711813,-74.00463746
241549,12,OnCurb,Sophora,Alive,Fair,No,No,No,No,No,No,No,No,No,10033,MN35,Washington Heights North,40.8513855,-73.94038839
236331,17,OnCurb,Sophora,Alive,Good,No,No,No,No,No,Yes,No,No,Yes,10023,MN14,Lincoln Square,40.7715981,-73.98059532
239945,16,OnCurb,Sophora,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN12,Upper West Side,40.77897063,-73.97657672
239879,13,OnCurb,American linden,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN12,Upper West Side,40.77936713,-73.97554919
221076,2,OnCurb,swamp white oak,Alive,Poor,No,No,No,No,No,Yes,No,No,No,10016,MN20,Murray Hill-Kips Bay,40.74346444,-73.97471074
212266,11,OnCurb,swamp white oak,Alive,Good,No,No,No,No,No,No,No,No,No,10032,MN36,Washington Heights South,40.84273615,-73.93631159
212259,8,OnCurb,swamp white oak,Alive,Poor,Yes,No,No,No,No,No,No,No,No,10032,MN36,Washington Heights South,40.84235711,-73.93541056
228199,15,OffsetFromCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10009,MN50,Stuyvesant Town-Cooper Village,40.73116995,-73.98160922
239631,9,OnCurb,honeylocust,Alive,Fair,No,No,Yes,No,No,No,No,No,Yes,10016,MN20,Murray Hill-Kips Bay,40.7467855,-73.97425346
243491,11,OnCurb,littleleaf linden,Alive,Good,No,No,Yes,No,No,Yes,No,No,No,10014,MN23,West Village,40.73808538,-74.00620015
218298,14,OnCurb,ginkgo,Alive,Good,No,No,No,No,No,No,No,No,No,10025,MN12,Upper West Side,40.79542289,-73.97294491
264724,13,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10021,MN40,Upper East Side-Carnegie Hill,40.77065263,-73.96696311
262333,11,OnCurb,ginkgo,Alive,Fair,No,No,No,No,No,No,No,No,No,10014,MN23,West Village,40.73200858,-74.00515245
259644,5,OnCurb,ginkgo,Alive,Good,No,No,No,No,No,No,No,No,No,10009,MN22,East Village,40.72212427,-73.98356793
247942,11,OnCurb,honeylocust,Alive,Fair,No,No,No,No,No,Yes,No,No,No,10026,MN11,Central Harlem South,40.80585484,-73.95097163
261603,3,OnCurb,black oak,Alive,Fair,No,No,No,No,No,No,No,No,No,10031,MN04,Hamilton Heights,40.82299537,-73.95420485
239875,12,OnCurb,,Dead,,No,No,No,No,No,No,No,No,No,10023,MN12,Upper West Side,40.7792147,-73.97518723
211826,14,OnCurb,ginkgo,Alive,Fair,No,No,Yes,No,No,No,No,No,No,10025,MN09,Morningside Heights,40.80168562,-73.96765911
260449,5,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10014,MN23,West Village,40.73758905,-74.00509045
261894,2,OnCurb,American linden,Alive,Good,No,No,No,No,No,No,No,No,No,10031,MN04,Hamilton Heights,40.8305181,-73.94853266
259647,7,OnCurb,ginkgo,Alive,Good,No,No,No,No,No,No,No,No,No,10009,MN22,East Village,40.72227219,-73.98391884
241505,4,OnCurb,Sophora,Alive,Good,Yes,No,No,No,No,No,No,No,No,10017,MN19,Turtle Bay-East Midtown,40.75404604,-73.96896575
205690,7,OnCurb,Callery pear,Alive,Good,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.78098966,-73.98504811
239816,19,OffsetFromCurb,Callery pear,Alive,Fair,No,No,No,No,No,No,No,No,No,10023,MN14,Lincoln Square,40.77441431,-73.98721728
246727,5,OnCurb,Callery pear,Alive,Fair,Yes,No,No,No,No,No,No,No,No,10013,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.72552372,-74.00926147
268225,21,OffsetFromCurb,London planetree,Alive,Good,No,No,No,No,No,No,No,No,No,10035,MN34,East Harlem North,40.79930954,-73.93318197
238542,9,OnCurb,American elm,Alive,Good,Yes,No,No,No,No,No,No,No,No,10033,MN36,Washington Heights South,40.85085238,-73.93929294
247149,14,OnCurb,littleleaf linden,Alive,Good,Yes,No,No,No,No,No,No,No,No,10024,MN12,Upper West Side,40.78465827,-73.97771385
235886,4,OnCurb,Japanese zelkova,Alive,Good,No,Yes,No,Yes,No,No,No,No,No,10036,MN15,Clinton,40.76231715,-73.99737074
239673,9,OnCurb,Japanese zelkova,Alive,Good,No,No,No,No,No,No,No,No,Yes,10023,MN14,Lincoln Square,40.77406343,-73.98507695
261748,7,OnCurb,ginkgo,Alive,Good,No,No,No,No,Yes,No,Yes,No,No,10027,MN09,Morningside Heights,40.81398893,-73.96007015
239586,13,OffsetFromCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10009,MN50,Stuyvesant Town-Cooper Village,40.73003196,-73.97890563
239588,13,OffsetFromCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10009,MN50,Stuyvesant Town-Cooper Village,40.72995926,-73.97873253
236026,2,OnCurb,swamp white oak,Alive,Poor,No,No,No,No,No,No,No,No,No,10036,MN15,Clinton,40.76153615,-73.99973522
173624,5,OnCurb,swamp white oak,Alive,Good,Yes,No,No,No,No,No,No,No,No,10002,MN27,Chinatown,40.72151005,-73.98472373
188717,3,OnCurb,swamp white oak,Alive,Good,No,No,No,No,No,No,No,No,No,10027,MN09,Morningside Heights,40.80828717,-73.95789547
263402,15,OnCurb,willow oak,Alive,Good,Yes,No,No,No,No,No,No,No,No,10028,MN32,Yorkville,40.77763829,-73.95468617
241554,16,OnCurb,Sophora,Alive,Fair,No,No,No,No,No,No,No,No,Yes,10033,MN35,Washington Heights North,40.85158833,-73.94143324
241556,10,OnCurb,Sophora,Alive,Poor,No,No,No,No,No,No,No,No,No,10033,MN35,Washington Heights North,40.85172755,-73.94162949
263401,2,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10028,MN32,Yorkville,40.77757289,-73.95473355
238547,4,OnCurb,American linden,Alive,Good,No,No,No,No,No,No,No,No,No,10033,MN36,Washington Heights South,40.85025874,-73.93953111
246232,3,OnCurb,green ash,Alive,Fair,No,No,No,No,No,No,No,No,No,10014,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.72871552,-74.00854616
243866,2,OnCurb,,Dead,,No,No,No,No,No,No,No,No,No,10035,MN34,East Harlem North,40.8024534,-73.93365059
241551,14,OnCurb,Sophora,Alive,Good,Yes,No,No,No,No,No,No,No,No,10033,MN35,Washington Heights North,40.85137358,-73.9406623
266333,3,OnCurb,willow oak,Alive,Fair,No,No,No,No,No,No,No,No,Yes,10037,MN03,Central Harlem North-Polo Grounds,40.81496295,-73.94004707
244080,12,OnCurb,northern red oak,Alive,Good,No,No,No,No,No,No,No,No,No,10035,MN34,East Harlem North,40.80037296,-73.93601411
264645,14,OnCurb,Sophora,Alive,Good,No,No,No,No,No,No,No,No,No,10019,MN15,Clinton,40.76589304,-73.98510991
264652,10,OnCurb,Sophora,Alive,Good,No,No,No,No,No,No,No,No,No,10019,MN15,Clinton,40.7662703,-73.9860071
246402,3,OnCurb,Sophora,Alive,Good,No,No,No,No,No,No,No,No,No,10014,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.72731266,-74.00539664
244164,9,OnCurb,Japanese zelkova,Alive,Fair,No,No,No,No,No,No,No,No,No,10029,MN33,East Harlem South,40.79214075,-73.93637856
239798,13,OnCurb,Sophora,Alive,Fair,Yes,No,No,No,No,No,No,No,Yes,10023,MN14,Lincoln Square,40.77371556,-73.98567032
261471,1,OnCurb,Sophora,Alive,Poor,No,No,No,No,No,No,No,No,No,10031,MN04,Hamilton Heights,40.83007207,-73.94940559
211595,9,OnCurb,littleleaf linden,Alive,Poor,Yes,No,No,No,No,No,No,No,No,10032,MN36,Washington Heights South,40.83812367,-73.94305031
240609,8,OnCurb,littleleaf linden,Alive,Fair,No,No,No,No,No,No,No,No,No,10028,MN40,Upper East Side-Carnegie Hill,40.779197,-73.95714149
260412,4,OnCurb,littleleaf linden,Alive,Fair,No,No,No,No,No,No,No,No,No,10014,MN23,West Village,40.73803771,-74.00438818
261405,10,OnCurb,Callery pear,Alive,Good,No,No,No,No,No,No,No,No,Yes,10027,MN06,Manhattanville,40.81891024,-73.95835758
239596,12,OnCurb,Callery pear,Alive,Good,No,No,Yes,No,No,No,No,No,Yes,10016,MN20,Murray Hill-Kips Bay,40.74683975,-73.97452937
261724,3,OnCurb,Callery pear,Alive,Fair,No,No,Yes,No,No,No,No,No,No,10031,MN04,Hamilton Heights,40.82603326,-73.95148183
234575,4,OnCurb,silver maple,Alive,Good,No,No,No,No,No,No,No,No,No,10040,MN01,Marble Hill-Inwood,40.85949619,-73.92353578
228080,7,OnCurb,Sophora,Alive,Good,No,No,No,No,No,No,No,No,No,10012,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.72596648,-74.00140905
239797,11,OnCurb,Sophora,Alive,Good,No,No,No,No,No,No,No,No,Yes,10023,MN14,Lincoln Square,40.77368734,-73.98560504
239662,20,OnCurb,Sophora,Alive,Fair,Yes,No,No,No,No,No,No,No,Yes,10023,MN14,Lincoln Square,40.77505824,-73.98716164
255478,4,OnCurb,northern red oak,Alive,Fair,No,No,No,No,No,No,No,No,No,10029,MN33,East Harlem South,40.79179545,-73.93935938
259654,3,OnCurb,,Dead,,No,No,No,No,No,No,No,No,No,10009,MN22,East Village,40.72273056,-73.9850063
260876,6,OnCurb,Callery pear,Alive,Fair,No,No,No,No,No,No,No,No,No,10031,MN04,Hamilton Heights,40.82875139,-73.94988882
254358,12,OnCurb,Callery pear,Alive,Good,No,No,No,No,No,No,No,No,No,10003,MN22,East Village,40.72755562,-73.98906442
238548,3,OnCurb,American elm,Alive,Good,No,No,No,No,No,No,No,No,No,10012,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.72047587,-73.99596863
266590,4,OnCurb,London planetree,Alive,Poor,No,No,No,No,No,No,No,No,No,10037,MN34,East Harlem North,40.81215261,-73.93792864
259485,6,OnCurb,Sophora,Alive,Good,No,No,No,No,No,No,No,No,No,10009,MN28,Lower East Side,40.72052073,-73.97976243
247677,10,OnCurb,ginkgo,Alive,Good,Yes,No,No,No,No,No,No,No,No,10026,MN11,Central Harlem South,40.80453718,-73.9581531
264723,8,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10021,MN40,Upper East Side-Carnegie Hill,40.77069066,-73.96705385
264725,10,OnCurb,honeylocust,Alive,Good,No,No,No,No,No,No,No,No,No,10021,MN40,Upper East Side-Carnegie Hill,40.77061222,-73.96686668
260227,14,OnCurb,Callery pear,Alive,Poor,No,Yes,No,No,No,No,No,No,No,10014,MN23,West Village,40.737587,-74.00401769
237350,11,OnCurb,Callery pear,Alive,Good,No,No,No,No,No,No,No,No,No,10035,MN34,East Harlem North,40.80437461,-73.94134363
246408,4,OnCurb,Callery pear,Alive,Good,Yes,No,No,No,No,No,No,No,No,10013,MN24,SoHo-TriBeCa-Civic Center-Little Italy,40.72379491,-74.00578301
236314,7,OnCurb,Callery pear,Alive,Good,Yes,No,Yes,No,No,No,No,No,Yes,10021,MN40,Upper East Side-Carnegie Hill,40.77031142,-73.96637942
241275,15,OnCurb,silver linden,Alive,Good,Yes,No,No,No,No,No,No,No,No,10022,MN19,Turtle Bay-East Midtown,40.75588698,-73.9671678
236663,9,OnCurb,honeylocust,Alive,Good,Yes,No,No,No,No,No,No,No,No,10014,MN23,West Village,40.72957691,-74.01038898
